chromosome	position	strand	refGenome	reads	subject	externalSampleID	internalSampleID	cellType	timePoint	estAbund	relAbund	nearestFeature	inFeature	nearestFeatureStrand	inFeatureExon	nearestFeatureDist	nearestOncoFeature	nearestOncoFeatureDist
chr4	140098272	+	hg38	32765	pin26	xxx	GTSP4704	PBMC	W2	2	0.2691790040376851	MAML3	TRUE	-	FALSE	0	USP38	-3086643
chr4	140892841	+	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	RNF150	TRUE	-	FALSE	-0	USP38	-2292074
chr4	142408111	+	hg38	57	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	INPP4B	TRUE	-	FALSE	-0	USP38	-776804
chr4	154719793	+	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LRAT	FALSE	+	FALSE	-21046	FBXW7	-2183697
chr4	15681280	+	hg38	457	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FAM200B	FALSE	+	FALSE	-447	S100P	8984109
chr4	165611632	+	hg38	10076	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC01179	FALSE	+	FALSE	-73005	NPY1R	-2278836
chr4	184536458	+	hg38	12	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC02427	TRUE	-	FALSE	0	ING2	1024029
chr4	26080561	+	hg38	760	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SMIM20	FALSE	+	FALSE	150681	SLC34A2	401812
chr4	38163540	+	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	TBC1D1	FALSE	+	FALSE	24364	KLF3	-500627
chr4	40309062	+	hg38	180	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC02265	TRUE	+	FALSE	0	RHOH	64297
chr4	6180072	+	hg38	581	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	JAKMIP1	TRUE	-	FALSE	0	JAKMIP1	0
chr4	64527293	+	hg38	983	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	TECRL	FALSE	-	FALSE	-117832	UTP3	-6161184
chr4	68250532	+	hg38	730	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	TMPRSS11B	FALSE	-	FALSE	-4837	UTP3	-2437945
chr4	6908468	+	hg38	14	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	TBC1D14	FALSE	+	FALSE	-974	S100P	211297
chr4	77860739	+	hg38	50	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MRPL1	FALSE	+	FALSE	-1910	CXCL10	-1837202
chr4	80126727	+	hg38	232	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ANTXR2	FALSE	-	FALSE	-53254	FGF5	-139859
chr4	88585081	+	hg38	182	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	HERC3	FALSE	+	FALSE	-7340	SPP1	601669
chr4	89286195	+	hg38	3	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	GPRIN3	TRUE	-	FALSE	0	SPP1	1302783
chr4	98445134	+	hg38	1018	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	RAP1GDS1	FALSE	+	FALSE	1272	RAP1GDS1	1272
chr5	10634576	-	hg38	323	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ANKRD33B	TRUE	+	FALSE	-0	CTNND2	337262
chr5	119078045	-	hg38	27	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	DMXL1	TRUE	+	FALSE	0	LOX	2985148
chr5	119327536	-	hg38	1152	pin26	xxx	GTSP4704	PBMC	W2	2	0.2691790040376851	TNFAIP8	TRUE	+	FALSE	0	LOX	2735657
chr5	139416842	-	hg38	1078	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	DNAJC18	TRUE	-	FALSE	-0	UBE2D2	-144322
chr5	140640072	-	hg38	25	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	TMCO6	TRUE	+	FALSE	0	PCDHB7	-532547
chr5	160539272	-	hg38	60	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ATP10B	FALSE	-	FALSE	23846	PTTG1	110527
chr5	168837246	-	hg38	11	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SLIT3	TRUE	-	FALSE	-0	RANBP17	-2024634
chr5	17132063	-	hg38	784	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	BASP1-AS1	TRUE	-	FALSE	-0	FBXL7	1192266
chr5	177411603	-	hg38	388	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	F12	FALSE	-	FALSE	-2026	DBN1	45008
chr5	40813612	-	hg38	218	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC100506548	FALSE	-	FALSE	11648	DAB2	-1388378
chr5	41830731	-	hg38	100	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	OXCT1	TRUE	-	FALSE	0	GHR	-593042
chr5	4762175	-	hg38	25356	pin26	xxx	GTSP4704	PBMC	W2	2	0.2691790040376851	LINC02114	FALSE	+	FALSE	-11304	SLC6A3	-3316746
chr5	50593640	-	hg38	4	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PARP8	FALSE	+	FALSE	-72257	FST	-2886792
chr5	52801224	-	hg38	3	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PELO,ITGA1	TRUE	+,+	FALSE	-0	FST	-679208
chr5	56328890	-	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ANKRD55	FALSE	-	FALSE	-95530	IL6ST	-333896
chr5	59126394	-	hg38	2039	pin26	xxx	GTSP4704	PBMC	W2	2	0.2691790040376851	PDE4D	TRUE	-	FALSE	-0	PDE4D	-0
chr5	6262548	-	hg38	1388	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC02145	FALSE	-	FALSE	47891	CTNND2	4709290
chr5	68430118	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PIK3R1	FALSE	+	FALSE	128296	PIK3R1	128296
chr5	71587551	-	hg38	171	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MCCC2	TRUE	+	TRUE	0	CDK7	2310120
chr5	77328384	-	hg38	103	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PDE8B	TRUE	+	FALSE	-0	HMGCR	1966282
chr5	100536453	+	hg38	37	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FAM174A	TRUE	+	FALSE	0	LNPEP	3507041
chr5	110751828	+	hg38	21	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SLC25A46	TRUE	+	FALSE	-0	APC	-1955675
chr5	112707215	+	hg38	3	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	APC	FALSE	+	FALSE	-288	APC	-288
chr5	119308449	+	hg38	222	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	TNFAIP8	TRUE	+	FALSE	0	LOX	2754744
chr5	148437273	+	hg38	1118	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FBXO38	TRUE	+	FALSE	-0	SPINK7	121353
chr5	1484635	+	hg38	661	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LPCAT1	TRUE	-	FALSE	-0	SLC6A3	-39206
chr5	157191277	+	hg38	854	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ITK	TRUE	+	FALSE	0	ITK	0
chr5	181224410	+	hg38	3	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	TRIM41	TRUE	+	TRUE	0	RACK1	12516
chr5	21702073	+	hg38	54	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CDH12	FALSE	-	FALSE	48791	CDH10	2785025
chr5	334607	+	hg38	43	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	AHRR	TRUE	+	FALSE	0	PDCD6	19632
chr5	36876231	+	hg38	1000	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	NIPBL-AS1	TRUE	-	TRUE	0	NIPBL	-526
chr5	41871050	+	hg38	1731	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	OXCT1-AS1	TRUE	+	TRUE	0	GHR	-552723
chr5	54909861	+	hg38	93	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ESM1	FALSE	-	FALSE	68004	IL6ST	1025232
chr5	55063272	+	hg38	6	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	GZMK	FALSE	+	FALSE	29139	IL6ST	871821
chr5	56328766	+	hg38	125	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ANKRD55	FALSE	-	FALSE	-95406	IL6ST	-333772
chr5	59789491	+	hg38	136	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PDE4D	TRUE	-	FALSE	0	PDE4D	0
chr5	67031545	+	hg38	68	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MAST4	TRUE	+	FALSE	-0	PIK3R1	-1184209
chr6	111992228	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	WISP3	FALSE	+	FALSE	-61845	WISP3	-61845
chr6	12010895	-	hg38	46	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	HIVEP1	FALSE	+	FALSE	-1594	HIVEP1	-1594
chr6	140585989	-	hg38	920	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MIR4465	FALSE	+	FALSE	-97823	CITED2	-1211338
chr6	145736197	-	hg38	579	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC100507557	TRUE	+	FALSE	0	PLAGL1	-1671597
chr6	37433798	-	hg38	5	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CMTR1	TRUE	+	FALSE	0	PIM1	258369
chr6	44868754	-	hg38	167	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SUPT3H	TRUE	-	FALSE	-0	RUNX2	-459561
chr6	45163154	-	hg38	10	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SUPT3H	TRUE	-	FALSE	0	RUNX2	-165161
chr6	6945307	-	hg38	6	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	RREB1	FALSE	+	FALSE	-162288	RREB1	-162288
chr6	73724368	-	hg38	1121	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CD109	TRUE	+	FALSE	0	CD109	0
chr6	90253029	-	hg38	190	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	BACH2	TRUE	-	FALSE	0	BACH2	0
chr6	106522650	+	hg38	10725	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CRYBG1	TRUE	+	FALSE	0	RTN4IP1	48119
chr6	111751956	+	hg38	33	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FYN	TRUE	-	FALSE	-0	FYN	-0
chr6	112016731	+	hg38	7210	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	WISP3	FALSE	+	FALSE	-37342	WISP3	-37342
chr6	11328539	+	hg38	9	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	NEDD9	TRUE	-	FALSE	0	HIVEP1	-683950
chr6	127895552	+	hg38	6	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	THEMIS	TRUE	-	FALSE	0	PTPRK	73225
chr6	130190854	+	hg38	31	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SAMD3	TRUE	-	FALSE	-0	PTPRK	-1670179
chr6	135577003	+	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC00271	TRUE	+	FALSE	0	AHI1	-79237
chr6	135585548	+	hg38	1138	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC00271	TRUE	+	FALSE	0	AHI1	-87782
chr6	136594855	+	hg38	1268	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MAP3K5	TRUE	-	FALSE	-0	AHI1	-1097089
chr6	137829436	+	hg38	20	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC100130476	TRUE	-	FALSE	-0	TNFAIP3	-37750
chr6	144730381	+	hg38	727	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	UTRN	TRUE	+	TRUE	-0	PLAGL1	-665781
chr6	14664762	+	hg38	6	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC01108	FALSE	-	FALSE	-379307	HIVEP1	2499762
chr6	146949790	+	hg38	26	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	STXBP5-AS1	TRUE	-	FALSE	-0	LATS1	2708361
chr6	157459197	+	hg38	127	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ZDHHC14	TRUE	+	FALSE	0	ZDHHC14	0
chr6	166342210	+	hg38	749	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SFT2D1	TRUE	-	FALSE	0	RNASET2	587304
chr6	16732215	+	hg38	480	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ATXN1	TRUE	-	FALSE	0	DEK	1491952
chr6	18431804	+	hg38	9	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	RNF144B	TRUE	+	FALSE	-0	DEK	-167235
chr6	22027493	+	hg38	629	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CASC15	TRUE	+	FALSE	-0	SOX4	428873
chr6	22067876	+	hg38	1353	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CASC15	TRUE	+	FALSE	-0	SOX4	469256
chr6	31581449	+	hg38	18	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LTB	TRUE	-	FALSE	-0	LTB	-0
chr6	36583524	+	hg38	561	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SRSF3	FALSE	+	FALSE	-10787	SRSF3	-10787
chr6	36676825	+	hg38	812	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CDKN1A	TRUE	+	FALSE	0	CDKN1A	0
chr6	37048475	+	hg38	98	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FGD2	FALSE	+	FALSE	19405	PIM1	-121669
chr6	53027465	+	hg38	21	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ICK	TRUE	-	FALSE	-0	ELOVL5	239931
chr6	6656381	+	hg38	180	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LY86	FALSE	+	FALSE	1397	RREB1	-451214
chr6	6797627	+	hg38	35	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LY86	FALSE	+	FALSE	142643	RREB1	-309968
chr6	72624426	+	hg38	5	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	KCNQ5	TRUE	+	FALSE	0	KCNQ5	0
chr6	72625825	+	hg38	986	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	KCNQ5	TRUE	+	FALSE	0	KCNQ5	0
chr6	73462432	+	hg38	53	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MTO1	TRUE	+	FALSE	0	DDX43	44865
chr7	100082343	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ZNF3	TRUE	-	TRUE	0	EPO	-638455
chr7	102363220	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC100289561	FALSE	+	FALSE	-597	SH2B2	41508
chr7	11129649	-	hg38	733	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PHF14	TRUE	+	FALSE	-0	ETV1	2761578
chr7	114832155	-	hg38	1269	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MDFIC	FALSE	+	FALSE	-89997	CAV1	-1692628
chr7	115998	-	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC102723672	FALSE	-	FALSE	28444	PDGFA	381258
chr7	118312454	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	ANKRD7	FALSE	+	FALSE	69722	WNT2	-989164
chr7	137875267	-	hg38	4	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CREB3L2	TRUE	-	TRUE	-0	CREB3L2	-0
chr7	142800924	-	hg38	103	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PRSS2	FALSE	+	FALSE	26359	EPHB6	-54088
chr7	14496860	-	hg38	6501	pin26	xxx	GTSP4704	PBMC	W2	2	0.2691790040376851	DGKB	TRUE	-	FALSE	-0	ETV1	-505434
chr7	3067910	-	hg38	63	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CARD11	FALSE	-	FALSE	-23964	CARD11	-23964
chr7	41884449	-	hg38	481	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	GLI3	FALSE	-	FALSE	76498	GLI3	76498
chr7	585017	-	hg38	588	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PRKAR1B	TRUE	-	FALSE	-0	PDGFA	-65172
chr7	75778048	-	hg38	637	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CCL26	TRUE	-	FALSE	-0	HIP1	-39075
chr7	92624363	-	hg38	3	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CDK6	TRUE	-	FALSE	-0	CDK6	-0
chr7	92954774	-	hg38	129	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC101927497	FALSE	+	FALSE	37586	CDK6	-118146
chr7	93048928	-	hg38	272	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SAMD9	FALSE	-	FALSE	50583	CDK6	-212300
chr7	106671628	+	hg38	7	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CCDC71L	FALSE	-	FALSE	-10439	HBP1	-497331
chr7	111023733	+	hg38	578	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	IMMP2L	TRUE	-	FALSE	-0	NRCAM	-2567335
chr7	1130075	+	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	C7orf50	TRUE	-	FALSE	0	GPER1	36259
chr7	26198798	+	hg38	672	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	HNRNPA2B1	TRUE	-	FALSE	0	HNRNPA2B1	0
chr7	35726278	+	hg38	6388	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC100506725	FALSE	+	FALSE	6565	ANLN	-663523
chr7	35737398	+	hg38	5	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SEPT7-AS1	FALSE	-	FALSE	17564	ANLN	-652403
chr7	51466433	+	hg38	279	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	COBL	FALSE	-	FALSE	-149571	GRB10	-672970
chr7	55498632	+	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	VOPP1	TRUE	-	FALSE	-0	EGFR	290551
chr7	617269	+	hg38	15	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PRKAR1B	TRUE	-	FALSE	-0	PDGFA	-97424
chr7	93047631	+	hg38	74	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SAMD9	FALSE	-	FALSE	51880	CDK6	-211003
chr8	120749092	-	hg38	9	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SNTB1	TRUE	-	FALSE	0	HAS2	863937
chr8	123521612	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FBXO32	TRUE	-	FALSE	0	RNF139	-953153
chr8	123533123	-	hg38	30	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FBXO32	TRUE	-	FALSE	0	RNF139	-941642
chr8	22245838	-	hg38	604	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	POLR3D	TRUE	+	FALSE	0	EGR3	441821
chr8	26440847	-	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	BNIP3L	FALSE	+	FALSE	27717	CLU	1156068
chr8	27055137	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MIR548H4	FALSE	-	FALSE	-6173	CLU	541778
chr8	29060578	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	KIF13B	FALSE	-	FALSE	6698	CLU	-1445766
chr8	30091099	-	hg38	1193	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LEPROTL1	FALSE	+	FALSE	-4305	WRN	-942161
chr8	38368022	-	hg38	118	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	NSD3	TRUE	-	FALSE	0	NSD3	0
chr8	38407403	-	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LETM2	TRUE	+	TRUE	-0	FGFR1	3733
chr8	52793755	-	hg38	333	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	RB1CC1	FALSE	-	FALSE	-79288	RB1CC1	-79288
chr8	61015007	-	hg38	1038	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC100130298	FALSE	-	FALSE	-47258	GGH	2000070
chr8	100376857	+	hg38	5	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MIR4471	FALSE	+	FALSE	-5904	COX6C	-482842
chr8	102794529	+	hg38	38	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	GASAL1	FALSE	+	FALSE	-12291	BAALC	-346162
chr8	11281219	+	hg38	938	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MTMR9	FALSE	+	FALSE	-3270	CTSB	561303
chr8	11457305	+	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FAM167A	TRUE	-	FALSE	0	CTSB	385217
chr8	116878729	+	hg38	5	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	RAD21-AS1	FALSE	+	FALSE	1860	EXT1	920632
chr8	124879019	+	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MIR4662B	FALSE	-	FALSE	-56960	RNF139	390400
chr8	128009765	+	hg38	55	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PVT1	TRUE	+	FALSE	-0	PVT1	-0
chr8	140573100	+	hg38	1855	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	AGO2	TRUE	-	FALSE	-0	PTP4A3	-848286
chr8	140598700	+	hg38	15626	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	AGO2	TRUE	-	FALSE	0	PTP4A3	-822686
chr8	143947991	+	hg38	55	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PLEC	TRUE	-	FALSE	0	BOP1	314053
chr8	17653669	+	hg38	15714	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MTUS1	TRUE	-	FALSE	-0	MTUS1	-0
chr8	17675664	+	hg38	106	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MTUS1	TRUE	-	FALSE	-0	MTUS1	-0
chr8	17921368	+	hg38	16	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PCM1	FALSE	+	FALSE	-1487	PCM1	-1487
chr8	19721206	+	hg38	361	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CSGALNACT1	TRUE	-	FALSE	0	NAT2	1319992
chr8	23068888	+	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	TNFRSF10B,LOC286059	TRUE	-,+	TRUE	0	RHOBTB2	48690
chr8	23244771	+	hg38	8	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CHMP7	TRUE	+	FALSE	0	LOXL2	52124
chr8	30093046	+	hg38	56	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LEPROTL1	FALSE	+	FALSE	-2358	WRN	-940214
chr8	47833607	+	hg38	2	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PRKDC	TRUE	-	FALSE	-0	SNAI2	1084068
chr8	60902991	+	hg38	7	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	CHD7	FALSE	+	FALSE	34962	GGH	2112086
chr8	65982671	+	hg38	83	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	DNAJC5B	FALSE	+	FALSE	-32305	MYBL1	579502
chr8	73755709	+	hg38	583	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	STAU2	FALSE	-	FALSE	-8000	NCOA2	-3351470
chr8	8343645	+	hg38	22290	pin26	xxx	GTSP4704	PBMC	W2	2	0.2691790040376851	PRAG1	TRUE	-	FALSE	-0	MFHAS1	440842
chr8	8871615	+	hg38	245	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	MFHAS1	TRUE	-	FALSE	0	MFHAS1	0
chr9	114384155	-	hg38	43	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	AKNA	TRUE	-	FALSE	0	TNFSF15	400478
chr9	122941704	-	hg38	983	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	RABGAP1	TRUE	+	FALSE	0	CRB2	-414461
chr9	127959399	-	hg38	59	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FAM102A	TRUE	-	FALSE	-0	SPTAN1	-593157
chr9	129460068	-	hg38	773	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC00963	FALSE	+	FALSE	-28590	PRRX2	-205571
chr9	2157807	-	hg38	2377	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SMARCA2	TRUE	+	TRUE	-0	JAK2	-2827277
chr9	2842098	-	hg38	405	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PUM3	TRUE	-	FALSE	0	JAK2	-2142986
chr9	31347477	-	hg38	120	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC01243	FALSE	-	FALSE	24132	TOPORS	1193065
chr9	64739770	-	hg38	12	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LOC101929583	FALSE	+	FALSE	39308	TJP2	-4381492
chr9	65225280	-	hg38	1	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	FOXD4L5	FALSE	-	FALSE	56819	TJP2	-3895982
chr9	68548371	-	hg38	35	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	LINC01506	FALSE	-	FALSE	-1768	TJP2	-572891
chr9	68681835	-	hg38	663	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PIP5K1B	FALSE	+	FALSE	-23577	TJP2	-439427
chr9	77779201	-	hg38	264	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	GNAQ	TRUE	-	FALSE	-0	GNAQ	-0
chr9	78295474	-	hg38	15	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PSAT1	FALSE	+	FALSE	-1599	GNAQ	-264024
chr9	84311960	-	hg38	23	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	SLC28A3	TRUE	-	FALSE	-0	HNRNPK	-331177
chr9	113276154	+	hg38	3	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	PRPF4	TRUE	+	FALSE	0	BSPRY	-73376
chr9	113350221	+	hg38	6	pin26	xxx	GTSP4704	PBMC	W2	1	0.13458950201884254	BSPRY	TRUE	+	FALSE	0	BSPRY	0
