posid,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/Y8,patient
chr16+66515510,0,0,0,0,0,0,1,0,pin25
chr16+66524465,0,0,0,0,0,0,1,0,pin25
chr16+66847623,0,0,0,0,0,0,1,0,pin25
chr16+66982256,0,0,0,0,0,0,1,0,pin25
chr16+67873947,0,0,0,0,1,0,0,0,pin25
chr16+70066658,0,0,0,0,1,0,0,0,pin25
chr16+71873393,0,0,0,0,0,0,1,0,pin25
chr16+72921723,0,0,1,0,0,0,0,0,pin25
chr16+75075841,0,0,0,0,0,0,1,0,pin25
chr16+75434962,0,0,0,0,0,0,1,0,pin25
chr16+79079248,0,0,0,0,0,0,1,0,pin25
chr16+79287852,0,1,0,0,0,0,0,0,pin25
chr16+80753691,0,1,0,0,0,0,0,0,pin25
chr16+85296552,0,0,1,0,0,0,0,0,pin25
chr16+85555617,0,0,0,0,0,0,1,0,pin25
chr16+88620528,0,0,0,0,0,0,1,0,pin25
chr16+89488974,0,0,0,0,0,0,1,0,pin25
chr16+943471,0,0,1,0,0,0,0,0,pin25
chr17-10003778,0,0,0,0,0,0,1,0,pin25
chr17-14117582,0,0,0,0,0,0,1,0,pin25
chr17-20273425,0,0,0,0,0,0,1,0,pin25
chr17-2263386,0,0,1,0,0,0,0,0,pin25
chr17-2265120,0,0,0,0,0,0,1,0,pin25
chr17-2265866,0,0,0,0,0,0,1,0,pin25
chr17-29139785,0,0,0,0,0,0,1,0,pin25
chr17-32009545,0,0,0,0,0,0,1,0,pin25
chr17-32520043,0,0,0,0,0,0,1,0,pin25
chr17-35065394,0,0,1,0,0,0,0,0,pin25
chr17-35090535,0,0,0,0,0,0,1,0,pin25
chr17-35878943,0,0,0,0,1,0,0,0,pin25
chr17-35880081,0,0,0,0,0,0,1,0,pin25
chr17-3764557,0,0,1,0,0,0,0,0,pin25
chr17-3769944,0,0,1,0,0,0,0,0,pin25
chr17-38700525,0,0,0,0,0,0,1,0,pin25
chr17-38701781,0,0,1,0,0,0,0,0,pin25
chr17-38704181,0,0,0,1,0,0,0,0,pin25
chr17-39863895,0,0,0,0,1,0,0,0,pin25
chr17-40602053,0,0,1,0,0,0,0,0,pin25
chr17-40607400,0,0,0,1,0,0,0,0,pin25
chr17-41867711,0,1,0,0,0,0,0,0,pin25
chr17-42249683,0,0,0,0,2,0,0,0,pin25
chr17-42343197,0,0,2,0,0,0,0,0,pin25
chr17-43171537,0,0,0,1,0,0,0,0,pin25
chr17-4481776,0,0,0,0,0,1,0,0,pin25
chr17-4727880,0,0,1,0,0,0,0,0,pin25
chr17-47720520,0,0,1,0,0,0,0,0,pin25
chr17-47732334,0,1,0,0,0,0,0,0,pin25
chr17-48104296,0,0,0,0,5,0,0,0,pin25
chr17-48439613,0,1,0,0,0,0,0,0,pin25
chr17-48482339,0,0,1,0,0,0,0,0,pin25
chr17-50308345,0,0,0,1,0,0,0,0,pin25
chr17-50324027,0,0,1,0,0,0,0,0,pin25
chr17-51148346,0,0,0,1,0,0,0,0,pin25
chr17-51427542,0,0,0,0,0,0,1,0,pin25
chr17-55304352,0,0,0,0,0,0,1,0,pin25
chr17-56911985,0,0,0,0,0,0,1,0,pin25
chr17-58335782,0,0,0,0,0,1,0,0,pin25
chr17-58337987,0,0,0,1,0,0,0,0,pin25
chr17-59752657,0,0,0,0,0,0,1,0,pin25
chr17-64016183,0,1,0,0,0,0,0,0,pin25
chr17-64983996,0,0,0,0,0,0,1,0,pin25
chr17-66509809,0,0,0,0,0,0,1,0,pin25
chr17-67469543,0,0,0,0,0,0,1,0,pin25
chr17-68238915,0,0,1,0,0,0,0,0,pin25
chr17-68239938,0,1,0,0,0,0,0,0,pin25
chr17-73227081,0,0,0,0,1,0,0,0,pin25
chr17-73231464,0,0,0,1,0,0,0,0,pin25
chr17-7483545,0,1,0,0,0,0,0,0,pin25
chr17-75272134,0,0,0,0,0,0,1,0,pin25
chr17-752848,1,0,0,0,0,0,0,0,pin25
chr17-75294634,0,0,0,0,0,0,1,0,pin25
chr17-76267082,0,0,0,0,0,0,1,0,pin25
chr17-77184757,0,0,0,0,0,0,1,0,pin25
chr17-77404446,0,0,0,0,1,0,0,0,pin25
chr17-7741639,0,0,1,0,0,0,0,0,pin25
chr17-78772299,0,0,0,0,0,0,1,0,pin25
chr17-79992622,0,0,0,0,0,0,1,0,pin25
chr17-80664041,0,0,0,0,0,0,1,0,pin25
chr17-80763068,0,0,1,0,0,0,0,0,pin25
chr17-80856520,0,0,0,0,0,1,0,0,pin25
chr17-82299200,0,0,0,0,0,0,1,0,pin25
chr17-83202536,0,1,0,0,0,0,0,0,pin25
chr17-876014,0,0,0,0,0,0,1,0,pin25
chr17-8900547,0,1,0,0,0,0,0,0,pin25
chr17-8919558,0,0,0,0,0,0,1,0,pin25
chr17-9289520,0,0,0,0,0,0,1,0,pin25
chr17+15589275,0,0,0,0,0,0,1,0,pin25
chr17+17178702,0,0,2,0,0,0,0,0,pin25
chr17+17281450,0,0,0,0,0,0,1,0,pin25
chr17+17592454,0,1,0,0,0,0,0,0,pin25
chr17+17957825,0,0,0,0,0,0,1,0,pin25
chr17+2085167,0,0,0,0,0,0,1,0,pin25
chr17+27293243,0,0,0,0,0,0,1,0,pin25
chr17+27474727,0,0,0,0,1,0,0,0,pin25
chr17+27809868,0,0,0,0,0,0,1,0,pin25
chr17+28378217,0,0,0,0,0,0,1,0,pin25
chr17+28646217,0,0,0,0,0,0,1,0,pin25
chr17+29707881,0,1,0,0,0,0,0,0,pin25
chr17+31493844,0,0,0,0,0,0,1,0,pin25
chr17+35538124,0,0,1,0,0,0,0,0,pin25
chr17+35880303,0,0,0,0,0,0,1,0,pin25
chr17+36073306,0,0,0,0,0,0,1,0,pin25
chr17+37417761,0,0,1,0,0,0,0,0,pin25
chr17+3764570,0,0,0,0,0,0,1,0,pin25
chr17+40327260,0,0,0,1,0,0,0,0,pin25
chr17+42336951,0,0,0,0,0,0,1,0,pin25
chr17+43360257,0,0,0,0,0,0,1,0,pin25
chr17+43720292,0,0,0,0,0,0,1,0,pin25
chr17+44232469,0,0,1,0,0,0,0,0,pin25
chr17+4711096,0,0,0,0,0,0,1,0,pin25
chr17+47731670,0,0,0,0,0,0,1,0,pin25
chr17+48757383,0,0,0,0,0,1,0,0,pin25
chr17+50328695,0,0,0,0,0,0,1,0,pin25
chr17+55315578,0,0,0,0,0,0,1,0,pin25
chr17+57450496,0,0,1,0,0,0,0,0,pin25
chr17+57452773,0,0,0,0,0,0,1,0,pin25
chr17+57463072,0,0,1,0,0,0,0,0,pin25
chr17+57468536,0,1,0,0,0,0,0,0,pin25
chr17+57474576,0,0,0,0,0,0,1,0,pin25
chr17+58387617,0,0,0,0,0,0,1,0,pin25
chr17+58667133,0,0,0,1,0,0,0,0,pin25
chr17+59374134,0,0,0,0,0,0,1,0,pin25
chr17+59428626,0,0,0,2,0,0,0,0,pin25
chr17+59436715,0,0,0,0,0,0,1,0,pin25
chr17+59836331,0,0,0,0,0,0,1,0,pin25
chr17+63152794,0,0,0,0,0,1,0,0,pin25
chr17+64385860,0,0,0,0,0,0,1,0,pin25
chr17+64709578,0,0,0,0,0,0,1,0,pin25
chr17+66371198,0,0,0,0,0,0,1,0,pin25
chr17+66508189,0,0,0,0,0,0,1,0,pin25
chr17+66508807,0,0,0,0,0,0,1,0,pin25
chr17+66510312,0,0,1,0,0,0,0,0,pin25
chr17+67258179,0,0,0,0,0,0,1,0,pin25
chr17+67389274,0,1,0,0,0,0,0,0,pin25
chr17+67826622,0,0,0,0,0,0,1,0,pin25
chr17+68460603,0,0,0,0,0,0,1,0,pin25
chr17+68505204,0,0,0,0,0,0,1,0,pin25
chr17+69417071,0,0,0,0,0,0,1,0,pin25
chr17+73011368,0,0,0,0,0,0,1,0,pin25
chr17+75294567,0,0,1,0,0,0,0,0,pin25
chr17+76188617,0,1,0,0,0,0,0,0,pin25
chr17+76194068,0,0,0,0,0,0,1,0,pin25
chr17+77119905,0,1,0,0,0,0,0,0,pin25
chr17+77187852,0,1,0,0,0,0,0,0,pin25
chr17+782122,0,0,0,0,0,0,1,0,pin25
chr17+78760018,0,0,0,0,0,0,1,0,pin25
chr17+80752150,0,0,0,0,0,0,1,0,pin25
chr17+80891107,0,0,0,0,0,0,1,0,pin25
chr17+81017887,0,1,0,0,0,0,0,0,pin25
chr17+82099799,0,1,0,0,0,0,0,0,pin25
chr17+82449638,0,1,0,0,0,0,0,0,pin25
chr17+8857708,0,0,0,0,1,0,0,0,pin25
chr17+8859279,0,0,0,0,0,0,1,0,pin25
chr17+8935927,0,0,0,0,0,0,1,0,pin25
chr17+8939086,0,0,0,1,0,0,0,0,pin25
chr17+8939962,0,0,1,0,0,0,0,0,pin25
chr17+9706069,0,0,1,0,0,0,0,0,pin25
chr18-13267201,0,0,1,0,0,0,0,0,pin25
chr18-13308620,0,0,0,0,0,0,1,0,pin25
chr18-13563177,0,0,0,0,0,0,1,0,pin25
chr18-13563525,0,0,0,0,0,0,1,0,pin25
chr18-13614791,0,0,0,0,0,0,1,0,pin25
chr18-13617240,0,0,1,0,0,0,0,0,pin25
chr18-23929994,0,1,0,0,0,0,0,0,pin25
chr18-24013653,0,0,1,0,0,0,0,0,pin25
chr18-26711243,0,0,0,0,0,0,1,0,pin25
chr18-268466,0,1,0,0,0,0,0,0,pin25
chr18-2984893,0,0,0,0,0,0,1,0,pin25
chr18-3038644,0,0,0,1,0,0,0,0,pin25
chr18-32024519,0,0,1,0,0,0,0,0,pin25
chr18-44893768,0,0,0,0,0,0,1,0,pin25
chr18-45668998,0,0,0,0,0,0,1,0,pin25
chr18-45670416,0,0,0,0,0,0,1,0,pin25
chr18-47929671,0,0,0,0,0,0,1,0,pin25
chr18-48814806,0,0,0,0,0,0,1,0,pin25
chr18-48833819,0,1,0,0,0,0,0,0,pin25
chr18-51152556,0,0,0,0,0,0,1,0,pin25
chr18-54247016,0,0,0,0,0,0,1,0,pin25
chr18-54263707,0,0,0,1,0,0,0,0,pin25
chr18-55247115,0,0,1,0,0,0,0,0,pin25
chr18-55515722,0,0,0,1,0,0,0,0,pin25
chr18-56057841,0,0,0,0,0,0,1,0,pin25
chr18-56506005,0,1,0,0,0,0,0,0,pin25
chr18-56708726,0,0,1,0,0,0,0,0,pin25
chr18-59040181,0,0,0,0,0,0,1,0,pin25
chr18-59341878,0,0,0,1,0,0,0,0,pin25
chr18-62371089,0,1,0,0,0,0,0,0,pin25
chr18-63123819,0,0,0,0,0,0,1,0,pin25
chr18-63207837,0,1,0,0,0,0,0,0,pin25
chr18-71061607,0,0,0,0,0,0,1,0,pin25
chr18-74064357,0,0,0,0,0,0,1,0,pin25
chr18-75269792,0,0,0,1,0,0,0,0,pin25
chr18-77053930,0,0,1,0,0,0,0,0,pin25
chr18-77062473,0,0,0,0,0,0,1,0,pin25
chr18-79422808,0,1,0,0,0,0,0,0,pin25
chr18-79517485,0,0,0,0,0,0,1,0,pin25
chr18-817044,0,0,0,0,0,0,1,0,pin25
chr18-9084716,0,0,3,0,0,0,0,0,pin25
chr18+10532091,0,1,0,0,0,0,0,0,pin25
chr18+13456762,0,0,0,1,0,0,0,0,pin25
chr18+13571007,0,1,0,0,0,0,0,0,pin25
chr18+13611719,0,0,0,0,0,1,0,0,pin25
chr18+23209555,0,0,0,0,0,0,1,0,pin25
chr18+23228359,0,0,0,0,0,0,1,0,pin25
chr18+23231834,0,0,0,0,0,0,1,0,pin25
chr18+23232077,0,1,0,0,0,0,0,0,pin25
chr18+25660627,0,0,1,0,0,0,0,0,pin25
chr18+2606274,0,0,0,0,0,0,1,0,pin25
chr18+268496,0,1,0,0,0,0,0,0,pin25
chr18+2972869,0,0,0,0,0,0,1,0,pin25
chr18+31577741,0,0,0,1,0,0,0,0,pin25
chr18+3452379,0,1,0,0,0,0,0,0,pin25
chr18+35045886,0,0,0,0,0,0,1,0,pin25
chr18+3595476,0,1,0,0,0,0,0,0,pin25
chr18+3603108,0,0,0,0,0,0,1,0,pin25
chr18+3603775,0,0,0,0,0,0,1,0,pin25
chr18+3604225,0,0,1,0,0,0,0,0,pin25
chr18+3607305,0,0,0,0,0,0,1,0,pin25
chr18+46205819,0,0,0,0,0,0,1,0,pin25
chr18+46894208,0,1,0,0,0,0,0,0,pin25
chr18+48807402,0,0,1,0,0,0,0,0,pin25
chr18+48813444,0,0,0,0,0,0,1,0,pin25
chr18+48838315,0,0,0,0,0,0,1,0,pin25
chr18+50288808,0,0,0,0,0,0,1,0,pin25
chr18+51172238,0,1,0,0,0,0,0,0,pin25
chr18+51199134,0,0,1,0,0,0,0,0,pin25
chr18+55414691,0,0,0,0,0,0,1,0,pin25
chr18+58542627,0,0,0,0,0,0,1,0,pin25
chr18+62524254,0,1,0,0,0,0,0,0,pin25
chr18+63205130,0,1,0,0,0,0,0,0,pin25
chr18+63205683,0,0,0,2,0,0,0,0,pin25
chr18+63216105,0,0,1,0,0,0,0,0,pin25
chr18+68714395,0,0,0,0,0,0,1,0,pin25
chr18+69889352,0,0,0,0,0,0,1,0,pin25
chr18+74062906,0,1,0,0,0,0,0,0,pin25
chr18+74950599,0,1,0,0,0,0,0,0,pin25
chr18+79068066,0,0,0,0,0,0,1,0,pin25
chr18+79405030,0,0,1,0,0,0,0,0,pin25
chr19-10416091,0,0,0,1,0,0,0,0,pin25
chr19-11570096,0,0,0,0,1,0,0,0,pin25
chr19-12333517,0,1,0,0,0,0,0,0,pin25
chr19-12785145,0,0,0,0,0,0,1,0,pin25
chr19-12785322,0,0,0,0,0,0,1,0,pin25
chr19-12785989,0,0,1,0,0,0,0,0,pin25
chr19-13165525,0,1,0,0,0,0,0,0,pin25
chr19-13166781,0,0,0,0,0,0,1,0,pin25
chr19-13987007,0,0,1,0,0,0,0,0,pin25
chr19-14367902,0,0,0,0,0,0,1,0,pin25
chr19-14382035,0,0,0,0,0,0,1,0,pin25
chr19-16207397,0,0,1,0,0,0,0,0,pin25
chr19-17847170,0,0,0,0,0,0,1,0,pin25
chr19-19596331,0,1,0,0,0,0,0,0,pin25
chr19-2095243,0,0,0,0,0,0,1,0,pin25
chr19-2163171,0,0,0,0,0,0,1,0,pin25
chr19-2567563,1,0,0,0,0,0,0,0,pin25
chr19-29837029,0,0,0,0,0,0,1,0,pin25
chr19-3142035,0,0,1,0,0,0,0,0,pin25
chr19-35206771,0,0,0,0,0,0,1,0,pin25
chr19-35399288,0,0,1,0,0,0,0,0,pin25
chr19-35694510,0,1,0,0,0,0,0,0,pin25
chr19-35712002,0,1,0,0,0,0,0,0,pin25
chr19-35744922,0,0,0,0,0,0,1,0,pin25
chr19-35901902,0,0,0,0,0,0,1,0,pin25
chr19-36851268,0,1,0,0,0,0,0,0,pin25
chr19-39337603,0,0,0,0,0,0,1,0,pin25
chr19-40424452,0,0,1,0,0,0,0,0,pin25
chr19-40434534,0,0,0,0,0,0,1,0,pin25
chr19-40604864,0,0,0,0,0,0,1,0,pin25
chr19-40609354,0,0,0,0,0,0,1,0,pin25
chr19-41887197,0,1,0,0,0,0,0,0,pin25
chr19-42466055,0,0,1,0,0,0,0,0,pin25
chr19-42480301,0,0,0,0,0,0,1,0,pin25
chr19-42502570,0,0,1,0,0,0,0,0,pin25
chr19-4302157,0,0,0,0,0,0,1,0,pin25
chr19-44724246,0,1,0,0,0,0,0,0,pin25
chr19-44746691,0,0,0,1,0,0,0,0,pin25
chr19-45638341,0,0,0,0,0,0,1,0,pin25
chr19-46617594,0,0,0,0,0,0,1,0,pin25
chr19-46857485,0,0,0,0,0,0,1,0,pin25
chr19-48619961,0,0,0,0,0,0,1,0,pin25
chr19-4871140,0,0,0,0,0,0,0,1,pin25
chr19-48964631,0,0,0,0,0,0,1,0,pin25
chr19-49084951,0,0,0,0,0,0,1,0,pin25
chr19-49452667,0,0,0,0,0,0,1,0,pin25
chr19-49452708,0,0,0,0,0,0,1,0,pin25
chr19-50362927,0,1,0,0,0,0,0,0,pin25
chr19-51148402,0,1,0,0,0,0,0,0,pin25
chr19-51253901,0,0,0,0,0,0,1,0,pin25
chr19-51367380,0,1,0,0,0,0,0,0,pin25
chr19-52190446,0,0,0,0,0,0,1,0,pin25
chr19-53539311,0,1,0,0,0,0,0,0,pin25
chr19-55014048,0,0,1,0,0,0,0,0,pin25
chr19-6685592,0,1,0,0,0,0,0,0,pin25
chr19-7921401,0,1,0,0,0,0,0,0,pin25
chr19-8193359,0,0,0,0,0,0,1,0,pin25
chr19+10413121,0,0,0,0,0,0,1,0,pin25
chr19+10426388,0,1,0,0,0,0,0,0,pin25
chr19+1098876,0,1,0,0,0,0,0,0,pin25
chr19+11168678,0,0,0,0,0,0,1,0,pin25
chr19+1252563,0,0,1,0,0,0,0,0,pin25
chr19+12552715,0,0,0,1,0,0,0,0,pin25
chr19+13191625,0,0,3,0,0,0,0,0,pin25
chr19+13193362,0,1,0,0,0,0,0,0,pin25
chr19+13987112,0,1,0,0,0,0,0,0,pin25
chr19+18291267,0,1,0,0,0,0,0,0,pin25
chr19+18299238,0,1,0,0,0,0,0,0,pin25
chr19+21328397,0,0,0,0,0,0,1,0,pin25
chr19+2633413,0,0,0,0,0,0,1,0,pin25
chr19+35204020,0,0,0,0,0,0,1,0,pin25
chr19+40757102,0,1,0,0,0,0,0,0,pin25
chr19+41043980,0,0,0,0,0,0,1,0,pin25
chr19+42468579,0,0,0,0,0,0,1,0,pin25
chr19+42469300,0,0,1,0,0,0,0,0,pin25
chr19+43580739,0,0,1,0,0,0,0,0,pin25
chr19+43779815,0,0,0,0,0,0,1,0,pin25
chr19+44954230,0,0,0,0,0,1,0,0,pin25
chr19+46616590,0,0,0,1,0,0,0,0,pin25
chr19+46618532,0,0,0,0,0,0,1,0,pin25
chr19+46954520,0,1,0,0,0,0,0,0,pin25
chr19+47094608,0,0,1,0,0,0,0,0,pin25
chr19+47107079,0,0,1,0,0,0,0,0,pin25
chr19+47108866,0,0,1,0,0,0,0,0,pin25
chr19+47187227,0,0,0,0,0,0,1,0,pin25
chr19+49512336,0,0,0,0,0,0,1,0,pin25
chr19+49813054,0,0,0,0,0,0,0,1,pin25
chr19+55005695,0,0,1,0,0,0,0,0,pin25
chr19+5621790,0,0,0,0,0,1,0,0,pin25
chr19+57682075,0,0,0,0,0,0,1,0,pin25
chr19+58559413,0,0,1,0,0,0,0,0,pin25
chr19+58563465,0,0,1,0,0,0,0,0,pin25
chr19+5949271,0,0,1,0,0,0,0,0,pin25
chr19+6736863,0,0,0,0,0,0,1,0,pin25
chr19+7209067,1,0,0,0,0,0,0,0,pin25
chr19+7629033,0,0,1,0,0,0,0,0,pin25
chr2-102113727,0,0,0,0,0,0,1,0,pin25
chr2-105864231,0,0,0,0,0,0,1,0,pin25
chr2-108718205,0,0,0,0,0,0,1,0,pin25
chr2-111403495,0,0,0,0,0,0,1,0,pin25
chr2-111439177,0,0,0,0,1,0,0,0,pin25
chr2-111462804,0,0,0,0,0,0,1,0,pin25
chr2-111835353,0,0,0,0,0,0,1,0,pin25
chr2-112190583,0,0,0,0,0,0,1,0,pin25
chr2-112692944,0,0,0,0,0,0,1,0,pin25
chr2-120234643,0,0,0,0,0,0,1,0,pin25
chr2-121723188,1,0,0,0,0,0,0,0,pin25
chr2-126662544,1,0,0,0,0,0,0,0,pin25
chr2-143028514,0,0,1,0,0,0,0,0,pin25
chr2-143127227,0,1,0,0,0,0,0,0,pin25
chr2-144234072,0,0,0,0,1,0,0,0,pin25
chr2-148553742,0,0,0,0,0,0,1,0,pin25
chr2-160428411,0,0,0,0,1,0,0,0,pin25
chr2-168211080,0,0,0,0,0,0,1,0,pin25
chr2-170337277,0,0,0,0,1,0,0,0,pin25
chr2-170340077,0,0,0,0,0,0,1,0,pin25
chr2-170341469,0,1,0,0,0,0,0,0,pin25
chr2-170366539,0,0,0,0,8,0,0,0,pin25
chr2-171318677,0,1,0,0,0,0,0,0,pin25
chr2-176932497,0,0,0,0,0,0,1,0,pin25
chr2-191150074,0,1,0,0,0,0,0,0,pin25
chr2-195542215,0,0,2,0,0,0,0,0,pin25
chr2-196216794,0,0,0,0,0,0,1,0,pin25
chr2-196247798,0,0,0,0,0,0,1,0,pin25
chr2-196530632,0,0,0,0,0,0,1,0,pin25
chr2-197309090,0,0,0,0,0,0,1,0,pin25
chr2-203824040,0,0,0,0,0,0,1,0,pin25
chr2-219252565,0,0,0,1,0,0,0,0,pin25
chr2-224926376,0,1,0,0,0,0,0,0,pin25
chr2-224947757,0,0,0,0,0,0,1,0,pin25
chr2-234494086,0,0,1,0,0,0,0,0,pin25
chr2-237979759,0,0,0,0,0,0,1,0,pin25
chr2-237997980,0,0,0,0,0,0,1,0,pin25
chr2-240974452,0,0,0,1,0,0,0,0,pin25
chr2-24580744,0,0,0,0,0,0,1,0,pin25
chr2-27682794,0,0,0,0,0,0,1,0,pin25
chr2-27955759,0,0,1,0,0,0,0,0,pin25
chr2-30238101,0,0,1,0,0,0,0,0,pin25
chr2-33357519,0,0,0,0,2,0,0,0,pin25
chr2-36623192,0,0,0,0,0,0,1,0,pin25
chr2-39944363,0,0,1,0,0,0,0,0,pin25
chr2-44835848,0,0,1,0,0,0,0,0,pin25
chr2-45785361,0,0,1,0,0,0,0,0,pin25
chr2-45844520,0,1,0,0,0,0,0,0,pin25
chr2-45861323,0,0,0,0,0,0,1,0,pin25
chr2-53107767,0,0,1,0,0,0,0,0,pin25
chr2-64202265,0,0,1,0,0,0,0,0,pin25
chr2-64723285,0,0,0,0,0,1,0,0,pin25
chr2-68764045,0,0,1,0,0,0,0,0,pin25
chr2-68774084,0,0,0,1,0,0,0,0,pin25
chr2-69629581,0,0,0,0,0,1,0,0,pin25
chr2-70445551,0,0,0,0,0,0,1,0,pin25
chr2-70826526,0,0,0,0,0,0,1,0,pin25
chr2-70827867,0,1,0,0,0,0,0,0,pin25
chr2-73736980,0,1,0,0,0,0,0,0,pin25
chr2-74268374,0,1,0,0,0,0,0,0,pin25
chr2-74297188,0,0,0,0,0,0,1,0,pin25
chr2-7468563,0,0,0,0,0,0,1,0,pin25
chr2-7533934,0,0,1,0,0,0,0,0,pin25
chr2-7566047,0,1,0,0,0,0,0,0,pin25
chr2-7726855,0,0,0,1,0,0,0,0,pin25
chr2-8488174,0,0,0,0,0,0,1,0,pin25
chr2-84897992,0,1,0,0,0,0,0,0,pin25
chr2-86788013,0,0,0,0,0,0,1,0,pin25
chr2-87470095,0,0,1,0,0,0,0,0,pin25
chr2-97650666,0,0,0,0,0,0,1,0,pin25
chr2-9844304,0,0,0,0,0,0,1,0,pin25
chr2+102421402,0,1,0,0,0,0,0,0,pin25
chr2+105722851,0,1,0,0,0,0,0,0,pin25
chr2+105741268,0,1,0,0,0,0,0,0,pin25
chr2+105753791,0,0,0,0,0,0,1,0,pin25
chr2+108550382,0,0,1,0,0,0,0,0,pin25
chr2+111480830,0,0,0,0,0,0,1,0,pin25
chr2+111491902,0,0,0,0,0,0,1,0,pin25
chr2+113174878,0,0,3,0,0,0,0,0,pin25
chr2+113888207,0,1,0,0,0,0,0,0,pin25
chr2+113888377,0,1,0,0,0,0,0,0,pin25
chr2+11774781,0,0,0,0,0,0,1,0,pin25
chr2+135983414,0,0,0,0,0,0,1,0,pin25
chr2+144240794,0,0,0,0,0,0,1,0,pin25
chr2+144264164,0,0,0,0,0,0,1,0,pin25
chr2+148552560,0,0,0,0,0,0,1,0,pin25
chr2+151289028,0,0,0,0,0,0,1,0,pin25
chr2+152027380,0,0,0,0,0,1,0,0,pin25
chr2+157462464,0,0,0,0,0,0,1,0,pin25
chr2+157470034,0,1,0,0,0,0,0,0,pin25
chr2+161979320,0,0,0,0,0,0,1,0,pin25
chr2+166935472,0,0,0,0,0,1,0,0,pin25
chr2+171923328,0,0,0,0,0,0,1,0,pin25
chr2+174615570,0,1,0,0,0,0,0,0,pin25
chr2+177306826,0,0,0,0,0,0,1,0,pin25
chr2+17754855,0,1,0,0,0,0,0,0,pin25
chr2+181184792,0,0,0,0,0,0,1,0,pin25
chr2+181456384,0,0,0,0,0,0,0,1,pin25
chr2+191065021,0,0,0,0,0,0,1,0,pin25
chr2+191909968,0,0,0,0,0,0,1,0,pin25
chr2+193519653,0,0,0,0,0,0,1,0,pin25
chr2+198044357,0,0,0,0,0,0,1,0,pin25
chr2+200711761,0,0,0,1,0,0,0,0,pin25
chr2+203674870,0,0,0,0,0,0,1,0,pin25
chr2+204948051,0,0,0,0,0,0,1,0,pin25
chr2+224979333,0,0,0,0,0,0,1,0,pin25
chr2+226790607,0,0,0,0,0,0,1,0,pin25
chr2+230440392,0,0,1,0,0,0,0,0,pin25
chr2+230644341,0,0,0,0,0,0,1,0,pin25
chr2+230657826,0,0,1,0,0,0,0,0,pin25
chr2+234292042,0,0,0,0,0,0,1,0,pin25
chr2+23488955,0,0,0,0,0,0,1,0,pin25
chr2+25545268,0,0,1,0,0,0,0,0,pin25
chr2+27212821,0,0,0,0,0,0,1,0,pin25
chr2+27913712,0,0,0,0,0,0,1,0,pin25
chr2+28361230,0,0,0,2,0,0,0,0,pin25
chr2+28408932,0,0,0,0,0,0,1,0,pin25
chr2+39218138,0,0,0,0,0,1,0,0,pin25
chr2+44100930,0,1,0,0,0,0,0,0,pin25
chr2+46269095,0,1,0,0,0,0,0,0,pin25
chr2+53785882,0,0,1,0,0,0,0,0,pin25
chr2+54573984,0,0,0,0,0,0,1,0,pin25
chr2+55134593,0,1,0,0,0,0,0,0,pin25
chr2+61177814,0,0,0,1,0,0,0,0,pin25
chr2+61855577,0,0,1,0,0,0,0,0,pin25
chr2+63858210,0,0,0,0,0,0,1,0,pin25
chr2+64696957,0,0,0,0,0,0,1,0,pin25
chr2+68740063,0,0,0,0,0,0,1,0,pin25
chr2+70132235,0,0,1,0,0,0,0,0,pin25
chr2+70827472,0,1,0,0,0,0,0,0,pin25
chr2+74168413,1,0,0,0,0,0,0,0,pin25
chr2+7570908,0,0,0,0,0,0,1,0,pin25
chr2+84899510,0,0,0,0,0,0,1,0,pin25
chr2+84944196,0,1,0,0,0,0,0,0,pin25
chr2+85690397,0,0,0,0,0,0,1,0,pin25
chr2+8582182,0,0,0,0,0,0,1,0,pin25
chr2+87511649,0,0,0,0,1,0,0,0,pin25
chr2+92008700,0,0,0,0,0,1,0,0,pin25
chr2+95051741,0,0,1,0,0,0,0,0,pin25
chr2+95075469,0,0,0,0,1,0,0,0,pin25
chr2+96241996,0,0,1,0,0,0,0,0,pin25
chr2+96315336,0,0,0,0,0,0,1,0,pin25
chr2+97542190,0,1,0,0,0,0,0,0,pin25
chr2+97645720,0,1,0,0,0,0,0,0,pin25
chr20-10359717,0,0,1,0,0,0,0,0,pin25
chr20-1091560,0,0,1,0,0,0,0,0,pin25
chr20-16575498,0,0,0,0,0,0,1,0,pin25
chr20-18419053,0,0,1,0,0,0,0,0,pin25
chr20-23312024,0,0,2,0,0,0,0,0,pin25
chr20-2872929,0,1,0,0,0,0,0,0,pin25
chr20-32203813,0,0,0,0,0,0,1,0,pin25
chr20-32287329,0,0,0,0,0,0,1,0,pin25
chr20-32539561,0,0,0,0,0,0,1,0,pin25
chr20-34892249,0,0,1,0,0,0,0,0,pin25
chr20-3551246,0,0,0,0,0,0,1,0,pin25
chr20-35664037,0,0,0,0,0,0,1,0,pin25
chr20-38892503,0,0,0,0,0,0,1,0,pin25
chr20-41008213,0,0,0,0,0,0,1,0,pin25
chr20-4129642,0,1,0,0,0,0,0,0,pin25
chr20-44490541,0,0,0,0,0,0,1,0,pin25
chr20-46089462,0,0,0,0,0,0,1,0,pin25
chr20-4664697,0,1,0,0,0,0,0,0,pin25
chr20-4683150,0,0,1,0,0,0,0,0,pin25
