posid,PBMC/D0,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/M2,patient
chr13+52207880,1,0,0,0,0,0,0,0,0,pin26
chr13+73697901,1,0,0,0,0,0,0,0,0,pin26
chr13+74114473,1,0,0,0,0,0,0,0,0,pin26
chr13+75320524,0,0,0,0,0,0,0,1,0,pin26
chr13+75800575,0,0,1,0,0,0,0,0,0,pin26
chr13+76394163,0,0,0,0,0,0,0,1,0,pin26
chr13+77325197,1,0,0,0,0,0,0,0,0,pin26
chr13+77344777,1,0,0,0,0,0,0,0,0,pin26
chr13+79448448,2,0,0,0,0,0,0,0,0,pin26
chr13+79448463,1,0,0,0,0,0,0,0,0,pin26
chr13+79452968,0,0,0,1,0,0,0,0,0,pin26
chr13+91347185,0,0,2,0,0,0,0,0,0,pin26
chr13+94946736,0,0,0,0,0,0,1,0,0,pin26
chr13+98576379,0,0,0,1,0,0,0,0,0,pin26
chr13+99293668,0,0,1,0,0,0,0,0,0,pin26
chr13+99309645,0,0,0,0,0,0,0,0,1,pin26
chr13+99310825,1,0,0,0,0,0,0,0,0,pin26
chr13+99313314,0,0,0,0,0,0,0,2,0,pin26
chr13+99432258,0,0,0,0,0,0,1,0,0,pin26
chr14-100119100,0,0,0,1,0,0,0,0,0,pin26
chr14-100377308,1,0,0,0,0,0,0,0,0,pin26
chr14-101706617,1,0,0,0,0,0,0,0,0,pin26
chr14-101814079,1,0,0,0,0,0,0,0,0,pin26
chr14-101819604,1,0,0,0,0,0,0,0,0,pin26
chr14-102376277,0,0,0,0,1,0,0,0,0,pin26
chr14-103980302,1,0,0,0,0,0,0,0,0,pin26
chr14-105064045,0,0,0,1,0,0,0,0,0,pin26
chr14-20293887,0,0,0,0,1,0,0,0,0,pin26
chr14-20667781,0,0,1,0,0,0,0,0,0,pin26
chr14-21264830,1,0,0,0,0,0,0,0,0,pin26
chr14-21913695,0,0,1,0,0,0,0,0,0,pin26
chr14-22522375,1,0,0,0,0,0,0,0,0,pin26
chr14-22559889,1,0,0,0,0,0,0,0,0,pin26
chr14-22564795,0,0,1,0,0,0,0,0,0,pin26
chr14-24146446,1,0,0,0,0,0,0,0,0,pin26
chr14-24661790,1,0,0,0,0,0,0,0,0,pin26
chr14-24664171,0,0,0,1,0,0,0,0,0,pin26
chr14-24664847,0,0,1,0,0,0,0,0,0,pin26
chr14-24669826,0,0,1,0,0,0,0,0,0,pin26
chr14-24678071,1,0,0,0,0,0,0,0,0,pin26
chr14-30335287,1,0,0,0,0,0,0,0,0,pin26
chr14-34013954,1,0,0,0,0,0,0,0,0,pin26
chr14-35405684,0,0,0,0,0,0,0,1,0,pin26
chr14-36022352,1,0,0,0,0,0,0,0,0,pin26
chr14-39230000,0,0,0,1,0,0,0,0,0,pin26
chr14-41823680,0,0,0,0,0,0,0,1,0,pin26
chr14-45252707,1,0,0,0,0,0,0,0,0,pin26
chr14-49898129,0,0,0,0,0,0,0,0,1,pin26
chr14-50002298,0,0,1,0,0,0,0,0,0,pin26
chr14-50102656,0,0,0,0,0,0,0,2,0,pin26
chr14-50738593,0,0,0,0,0,1,0,0,0,pin26
chr14-53108814,0,0,0,0,0,0,0,0,1,pin26
chr14-54906819,1,0,0,0,0,0,0,0,0,pin26
chr14-57269607,0,0,2,0,0,0,0,0,0,pin26
chr14-59478013,0,0,0,0,0,0,0,1,0,pin26
chr14-61177959,0,0,1,0,0,0,0,0,0,pin26
chr14-61448560,1,0,0,0,0,0,0,0,0,pin26
chr14-61453010,0,0,1,0,0,0,0,0,0,pin26
chr14-61454257,0,0,0,0,0,0,0,1,0,pin26
chr14-61504773,0,0,1,0,0,0,0,0,0,pin26
chr14-61513115,0,0,0,0,0,0,0,1,0,pin26
chr14-64445497,0,0,0,1,0,0,0,0,0,pin26
chr14-65222915,1,0,0,0,0,0,0,0,0,pin26
chr14-65370250,1,0,0,0,0,0,0,0,0,pin26
chr14-65616335,1,0,0,0,0,0,0,0,0,pin26
chr14-66506657,1,0,0,0,0,0,0,0,0,pin26
chr14-67599632,0,0,1,0,0,0,0,0,0,pin26
chr14-68788035,0,0,0,0,1,0,0,0,0,pin26
chr14-70886122,0,0,1,0,0,0,0,0,0,pin26
chr14-73290084,0,0,1,0,0,0,0,0,0,pin26
chr14-73458041,0,0,1,0,0,0,0,0,0,pin26
chr14-73697491,0,0,0,0,0,0,0,1,0,pin26
chr14-75119196,1,0,0,0,0,0,0,0,0,pin26
chr14-75499995,0,0,0,0,0,0,0,1,0,pin26
chr14-75521713,0,0,1,0,0,0,0,0,0,pin26
chr14-75543686,0,0,0,0,0,0,0,0,1,pin26
chr14-75544182,1,0,0,0,0,0,0,0,0,pin26
chr14-76957420,0,0,0,1,0,0,0,0,1,pin26
chr14-76958998,1,0,0,0,0,0,0,0,0,pin26
chr14-76964302,1,0,0,0,0,0,0,0,0,pin26
chr14-77707146,0,0,0,0,4,0,0,0,0,pin26
chr14-86787055,1,0,0,0,0,0,0,0,0,pin26
chr14-87995389,1,0,0,0,0,0,0,0,0,pin26
chr14-89275608,0,0,0,0,0,0,0,1,0,pin26
chr14-89702585,0,0,1,0,0,0,0,0,0,pin26
chr14-90677472,1,0,0,0,0,0,0,0,0,pin26
chr14-91686253,0,0,0,0,0,1,0,0,0,pin26
chr14-95481903,0,0,1,0,0,0,0,0,0,pin26
chr14-97708779,1,0,0,0,0,0,0,0,0,pin26
chr14-98169780,1,0,0,0,0,0,0,0,0,pin26
chr14-98171074,0,0,0,0,1,0,0,0,0,pin26
chr14-98175645,1,0,0,0,0,0,0,0,0,pin26
chr14+100049975,1,0,0,0,0,0,0,0,0,pin26
chr14+101819144,0,0,0,0,0,1,0,0,0,pin26
chr14+101824709,0,0,1,0,0,0,0,0,0,pin26
chr14+101899764,0,0,0,0,0,0,0,1,0,pin26
chr14+104232201,0,0,1,0,0,0,0,0,0,pin26
chr14+105981278,0,0,0,0,0,0,0,1,0,pin26
chr14+105988456,0,0,0,0,0,0,0,1,0,pin26
chr14+106011322,1,0,0,0,0,0,0,0,0,pin26
chr14+19642260,0,0,0,0,0,0,0,1,0,pin26
chr14+21456620,1,0,0,0,0,0,0,0,0,pin26
chr14+21913054,0,0,0,0,0,0,0,1,0,pin26
chr14+22164418,0,0,1,0,0,0,0,0,0,pin26
chr14+22512372,1,0,0,0,0,0,0,0,0,pin26
chr14+22570254,0,0,1,0,0,0,0,0,0,pin26
chr14+24233321,0,0,0,0,0,0,0,1,0,pin26
chr14+25396077,1,0,0,0,0,0,0,0,0,pin26
chr14+34019358,1,0,0,0,0,0,0,0,0,pin26
chr14+34197442,1,0,0,0,0,0,0,0,0,pin26
chr14+35359769,1,0,0,0,0,0,0,0,0,pin26
chr14+35428913,0,0,1,0,0,0,0,0,0,pin26
chr14+36222044,0,0,0,0,1,0,0,0,0,pin26
chr14+39266362,0,0,1,0,0,0,0,0,0,pin26
chr14+39295282,0,0,0,1,0,0,0,0,0,pin26
chr14+39445872,0,0,0,0,0,2,0,0,0,pin26
chr14+39446663,1,0,0,0,0,0,0,0,0,pin26
chr14+46905295,0,0,0,0,0,0,0,1,0,pin26
chr14+49960905,0,0,0,1,0,0,0,0,0,pin26
chr14+49972376,1,0,0,0,0,0,0,0,0,pin26
chr14+50062032,1,0,0,0,0,0,0,0,0,pin26
chr14+50062092,0,0,1,0,0,0,0,0,0,pin26
chr14+53786946,0,0,0,0,0,1,0,0,0,pin26
chr14+58396536,1,0,0,0,0,0,0,0,0,pin26
chr14+60093783,0,0,1,0,0,0,0,0,0,pin26
chr14+61451973,0,0,0,0,0,0,0,1,0,pin26
chr14+61472968,1,0,0,0,0,0,0,0,0,pin26
chr14+61476227,0,0,1,0,0,0,0,0,0,pin26
chr14+61524478,1,0,0,0,0,0,0,0,0,pin26
chr14+61659538,1,0,0,0,0,0,0,0,0,pin26
chr14+65224335,0,0,0,0,1,0,0,0,0,pin26
chr14+65286711,1,0,0,0,0,0,0,0,0,pin26
chr14+65322286,0,0,0,0,1,0,0,0,0,pin26
chr14+69615043,0,0,0,0,0,0,0,1,0,pin26
chr14+69684220,1,0,0,0,0,0,0,0,0,pin26
chr14+71967100,1,0,0,0,0,0,0,0,0,pin26
chr14+73068896,0,0,0,0,0,1,0,0,0,pin26
chr14+73289640,0,0,0,1,0,0,0,0,0,pin26
chr14+75068654,1,0,0,0,0,0,0,0,0,pin26
chr14+75528471,0,0,1,0,0,0,0,0,0,pin26
chr14+76920774,0,0,1,0,0,0,0,0,0,pin26
chr14+76977588,0,0,0,0,0,1,0,0,0,pin26
chr14+81402105,1,0,0,0,0,0,0,0,0,pin26
chr14+87626271,1,0,0,0,0,0,0,0,0,pin26
chr14+88007776,1,0,0,0,0,0,0,0,0,pin26
chr14+88026224,0,0,0,0,0,0,0,1,0,pin26
chr14+88612748,1,0,0,0,0,0,0,0,0,pin26
chr14+89225524,1,0,0,0,0,0,0,0,0,pin26
chr14+89589175,1,0,0,0,0,0,0,0,0,pin26
chr14+89620477,1,0,0,0,0,0,0,0,0,pin26
chr14+89622083,1,0,0,0,0,0,0,0,0,pin26
chr14+91067941,0,0,1,0,0,0,0,0,0,pin26
chr14+91225542,2,0,0,0,0,0,0,0,0,pin26
chr14+91237730,1,0,0,0,0,0,0,0,0,pin26
chr14+91251823,0,0,0,0,0,1,0,0,0,pin26
chr14+91402036,0,0,0,0,1,0,0,0,0,pin26
chr14+91511180,2,0,0,0,0,0,0,0,0,pin26
chr14+93067617,0,0,0,0,0,0,0,0,1,pin26
chr14+93958819,1,0,0,0,0,0,0,0,0,pin26
chr14+93958944,1,0,0,0,0,0,0,0,0,pin26
chr14+93958961,1,0,0,0,0,0,0,0,0,pin26
chr14+93967788,2,0,0,0,0,0,0,0,0,pin26
chr14+93978907,1,0,0,0,0,0,0,0,0,pin26
chr14+95524873,0,0,0,0,1,0,0,0,0,pin26
chr14+97440996,1,0,0,0,0,0,0,0,0,pin26
chr14+98178830,1,0,0,0,0,0,0,0,0,pin26
chr14+98183251,0,0,1,0,0,0,0,0,0,pin26
chr14+99257513,0,0,0,1,0,0,0,0,0,pin26
chr14+99367871,1,0,0,0,0,0,0,0,0,pin26
chr14+99438608,0,0,1,0,0,0,0,0,0,pin26
chr15-101167656,0,0,0,0,0,0,0,0,1,pin26
chr15-101190282,0,0,1,0,0,0,0,0,0,pin26
chr15-101194249,0,0,1,0,0,0,0,0,0,pin26
chr15-31405372,1,0,0,0,0,0,0,0,0,pin26
chr15-31405569,1,0,0,0,0,0,0,0,0,pin26
chr15-31435853,1,0,0,0,0,0,0,0,0,pin26
chr15-38130639,0,0,0,0,0,0,0,0,1,pin26
chr15-38557393,1,0,0,0,0,0,0,0,0,pin26
chr15-38667592,1,0,0,0,0,0,0,0,0,pin26
chr15-38667614,1,0,0,0,0,0,0,0,0,pin26
chr15-39625181,0,0,1,0,0,0,0,0,0,pin26
chr15-39629743,1,0,0,0,0,0,0,0,0,pin26
chr15-44676254,1,0,0,0,0,0,0,0,0,pin26
chr15-45646555,0,0,0,1,0,0,0,0,0,pin26
chr15-48333387,1,0,0,0,0,0,0,0,0,pin26
chr15-48927530,1,0,0,0,0,0,0,0,0,pin26
chr15-48965412,2,0,0,0,0,0,0,0,0,pin26
chr15-49046902,0,0,0,1,0,0,0,0,0,pin26
chr15-49047945,0,0,1,0,0,0,0,0,0,pin26
chr15-50066796,0,0,0,0,0,0,0,1,0,pin26
chr15-50109203,0,0,1,0,0,0,0,0,0,pin26
chr15-50257054,0,0,0,0,0,0,0,1,0,pin26
chr15-50356754,0,0,0,0,0,0,0,0,1,pin26
chr15-50358044,0,0,0,1,0,0,0,0,0,pin26
chr15-50377321,0,0,0,1,0,0,0,0,0,pin26
chr15-55237619,0,0,0,0,0,0,0,1,0,pin26
chr15-55272994,0,0,0,1,0,0,0,0,0,pin26
chr15-56174559,0,0,0,0,0,0,0,1,0,pin26
chr15-58454185,1,0,0,0,0,0,0,0,0,pin26
chr15-58455357,1,0,0,0,0,0,0,0,0,pin26
chr15-58455625,1,0,0,0,0,0,0,0,0,pin26
chr15-58504647,0,0,1,0,0,0,0,0,0,pin26
chr15-59259973,1,0,0,0,0,0,0,0,0,pin26
chr15-60075578,0,0,0,0,0,0,0,0,1,pin26
chr15-62711779,0,0,0,0,0,0,0,1,0,pin26
chr15-64355149,0,0,0,0,0,0,0,0,1,pin26
chr15-64430146,0,0,0,0,1,0,0,0,0,pin26
chr15-64612316,0,0,0,0,0,0,0,0,1,pin26
chr15-65832691,1,0,0,0,0,0,0,0,0,pin26
chr15-67174831,0,0,0,0,0,0,0,1,0,pin26
chr15-67542102,0,0,0,0,0,0,0,1,0,pin26
chr15-68819526,0,0,0,0,1,0,0,0,0,pin26
chr15-69797651,0,0,0,0,0,0,0,1,0,pin26
chr15-73966123,0,0,0,0,0,0,0,1,0,pin26
chr15-74938404,0,0,1,0,0,0,0,0,0,pin26
chr15-75626234,0,0,1,0,0,0,0,0,0,pin26
chr15-75817140,1,0,0,0,0,0,0,0,0,pin26
chr15-77018900,0,0,1,0,0,0,0,0,0,pin26
chr15-78045455,1,0,0,0,0,0,0,0,0,pin26
chr15-82421260,1,0,0,0,0,0,0,0,0,pin26
chr15-83943453,1,0,0,0,0,0,0,0,0,pin26
chr15-84115086,0,1,0,0,0,0,0,0,0,pin26
chr15-85117732,1,0,0,0,0,0,0,0,0,pin26
chr15-85406614,1,0,0,0,0,0,0,0,0,pin26
chr15-85421052,1,0,0,0,0,0,0,0,0,pin26
chr15-85620312,1,0,0,0,0,0,0,0,0,pin26
chr15-85649985,0,0,1,0,0,0,0,0,0,pin26
chr15-89231929,0,0,1,0,0,0,0,0,0,pin26
chr15-90377339,0,0,0,1,0,0,0,0,0,pin26
chr15-90568088,0,0,0,0,0,0,0,1,0,pin26
chr15-90817347,1,0,0,0,0,0,0,0,0,pin26
chr15-91793187,0,0,0,0,0,0,0,1,0,pin26
chr15-92662438,0,0,1,0,0,0,0,0,0,pin26
chr15-92713376,0,0,0,0,0,0,0,0,1,pin26
chr15-92899935,1,0,0,0,0,0,0,0,0,pin26
chr15-92915703,1,0,0,0,0,0,0,0,0,pin26
chr15-94304084,0,0,1,0,0,0,0,0,0,pin26
chr15-99252163,1,0,0,0,0,0,0,0,0,pin26
chr15-99502497,1,0,0,0,0,0,0,0,0,pin26
chr15-99632032,0,0,1,0,0,0,0,0,0,pin26
chr15+22198044,1,0,0,0,0,0,0,0,0,pin26
chr15+22780826,0,0,0,0,1,0,0,0,0,pin26
chr15+26087891,0,0,1,0,0,0,0,0,0,pin26
chr15+31346192,0,0,0,1,0,0,0,0,0,pin26
chr15+31363999,0,0,0,1,0,0,0,0,0,pin26
chr15+31435953,0,0,0,0,0,0,0,1,0,pin26
chr15+31436327,1,0,0,0,0,0,0,0,0,pin26
chr15+31933907,1,0,0,0,0,0,0,0,0,pin26
chr15+32923643,1,0,0,0,0,0,0,0,0,pin26
chr15+34328611,1,0,0,0,0,0,0,0,0,pin26
chr15+39643287,0,0,0,1,0,0,0,0,0,pin26
chr15+40182441,1,0,0,0,0,0,0,0,0,pin26
chr15+40308931,0,0,0,0,0,0,0,1,0,pin26
chr15+40764969,0,0,0,0,0,0,0,1,0,pin26
chr15+41970419,1,0,0,0,0,0,0,0,0,pin26
chr15+42490046,1,0,0,0,0,0,0,0,0,pin26
chr15+42495943,1,0,0,0,0,0,0,0,0,pin26
chr15+42605084,1,0,0,0,0,0,0,0,0,pin26
chr15+43250233,0,0,1,0,0,0,0,0,0,pin26
chr15+44426659,0,0,0,0,0,2,0,0,0,pin26
chr15+44677465,0,0,0,1,0,0,0,0,0,pin26
chr15+48895963,0,0,1,0,0,0,0,0,0,pin26
chr15+48925501,0,0,0,1,0,0,0,0,0,pin26
chr15+48931021,1,0,0,0,0,0,0,0,0,pin26
chr15+48965445,1,0,0,0,0,0,0,0,0,pin26
chr15+49241631,0,0,0,0,0,0,0,0,1,pin26
chr15+50258302,0,0,1,0,0,0,0,0,0,pin26
chr15+50353841,0,0,0,1,0,0,0,0,0,pin26
chr15+50532928,0,0,2,0,0,0,0,0,0,pin26
chr15+51250700,0,0,1,0,0,0,0,0,0,pin26
chr15+52179143,1,0,0,0,0,0,0,0,0,pin26
chr15+52181385,1,0,0,0,0,0,0,0,0,pin26
chr15+54104001,0,0,1,0,0,0,0,0,0,pin26
chr15+55239446,1,0,0,0,0,0,0,0,0,pin26
chr15+55288788,0,0,0,1,0,0,0,0,0,pin26
chr15+56243182,0,0,0,1,0,0,0,0,0,pin26
chr15+58987358,0,1,0,0,0,0,0,0,0,pin26
chr15+59273620,0,0,1,0,0,0,0,0,0,pin26
chr15+59273767,0,0,0,1,0,0,0,0,0,pin26
chr15+59919006,1,0,0,0,0,0,0,0,0,pin26
chr15+60075069,0,0,0,0,0,0,0,1,0,pin26
chr15+61889337,1,0,0,0,0,0,0,0,0,pin26
chr15+61890696,0,0,0,0,0,0,0,2,0,pin26
chr15+63860634,0,0,0,0,0,0,0,1,0,pin26
chr15+65278513,1,0,0,0,0,0,0,0,0,pin26
chr15+67913013,1,0,0,0,0,0,0,0,0,pin26
chr15+69668934,0,0,1,0,0,0,0,0,0,pin26
chr15+71678609,1,0,0,0,0,0,0,0,0,pin26
chr15+73143700,0,0,1,0,0,0,0,0,0,pin26
chr15+73620331,0,0,0,0,1,0,0,0,0,pin26
chr15+74391245,0,0,1,0,0,0,0,0,0,pin26
chr15+74786817,1,0,0,0,0,0,0,0,0,pin26
chr15+74906066,0,0,0,0,0,0,0,1,0,pin26
chr15+75452928,0,0,0,1,0,0,0,0,0,pin26
chr15+76732993,1,0,0,0,0,0,0,0,0,pin26
chr15+76989899,0,0,1,0,0,0,0,0,0,pin26
chr15+78047585,1,0,0,0,0,0,0,0,0,pin26
chr15+79897705,0,0,1,0,0,0,0,0,0,pin26
chr15+79973176,0,0,1,0,0,0,0,0,0,pin26
chr15+81287303,0,0,1,0,0,0,0,0,0,pin26
chr15+81294975,1,0,0,0,0,0,0,0,0,pin26
chr15+81297126,1,0,0,0,0,0,0,0,0,pin26
chr15+85721087,1,0,0,0,0,0,0,0,0,pin26
chr15+86627762,0,0,1,0,0,0,0,0,0,pin26
chr15+90098530,1,0,0,0,0,0,0,0,0,pin26
chr15+90377763,0,0,0,0,0,0,0,0,1,pin26
chr15+90404887,0,0,1,0,0,0,0,0,0,pin26
chr15+90415240,0,0,0,0,0,0,0,2,0,pin26
chr15+90814877,1,0,0,0,0,0,0,0,0,pin26
chr15+90814988,0,0,1,0,0,0,0,0,0,pin26
chr15+90816281,0,0,0,1,0,0,0,0,0,pin26
chr15+92829967,0,0,1,0,0,0,0,0,0,pin26
chr15+92833603,0,0,1,0,0,0,0,0,0,pin26
chr15+94230900,0,0,0,1,0,0,0,0,0,pin26
chr15+94271952,0,0,0,1,0,0,0,0,0,pin26
chr15+94304889,1,0,0,0,0,0,0,0,0,pin26
chr15+95504364,0,0,0,0,0,0,0,0,1,pin26
chr15+98599678,0,0,0,0,1,0,0,0,0,pin26
chr15+98731383,1,0,0,0,0,0,0,0,0,pin26
chr15+99239778,0,0,1,0,0,0,0,0,0,pin26
chr15+99824946,1,0,0,0,0,0,0,0,0,pin26
chr16-10265970,1,0,0,0,0,0,0,0,0,pin26
chr16-10962272,1,0,0,0,0,0,0,0,0,pin26
chr16-11182817,0,0,1,0,0,0,0,0,0,pin26
chr16-11184791,1,0,0,0,0,0,0,0,0,pin26
chr16-11783248,0,0,1,0,0,0,0,0,0,pin26
chr16-11786758,0,0,0,0,0,0,0,1,0,pin26
chr16-12323594,1,0,0,0,0,0,0,0,0,pin26
chr16-12540099,1,0,0,0,0,0,0,0,0,pin26
chr16-14631405,1,0,0,0,0,0,0,0,0,pin26
chr16-16216191,0,0,1,0,0,0,0,0,0,pin26
chr16-17026363,1,0,0,0,0,0,0,0,0,pin26
chr16-17371209,0,0,0,0,0,0,0,1,0,pin26
chr16-1771210,0,0,0,0,1,0,0,0,0,pin26
chr16-1960414,1,0,0,0,0,0,0,0,0,pin26
chr16-20491295,0,0,0,1,0,0,0,0,0,pin26
chr16-20538566,1,0,0,0,0,0,0,0,0,pin26
chr16-23881157,0,0,0,0,0,0,0,1,0,pin26
chr16-24136048,0,0,0,0,0,0,1,0,0,pin26
chr16-26598870,1,0,0,0,0,0,0,0,0,pin26
chr16-2663470,1,0,0,0,0,0,0,0,0,pin26
chr16-27245334,0,0,1,0,0,0,0,0,0,pin26
chr16-27315269,0,0,1,0,0,0,0,0,0,pin26
chr16-27406274,1,0,0,0,0,0,0,0,0,pin26
chr16-27406592,0,0,0,0,0,0,0,1,0,pin26
chr16-2752046,0,0,1,0,0,0,0,0,0,pin26
chr16-29790376,0,0,1,0,0,0,0,0,0,pin26
chr16-30445574,0,0,1,0,0,0,0,0,0,pin26
chr16-30469847,0,0,0,0,0,0,0,1,0,pin26
chr16-30473719,1,0,0,0,0,0,0,0,0,pin26
chr16-30699318,1,0,0,0,0,0,0,0,0,pin26
chr16-30993868,1,0,0,0,0,0,0,0,0,pin26
chr16-31179431,0,0,0,0,0,0,0,2,0,pin26
chr16-48547118,1,0,0,0,0,0,0,0,0,pin26
chr16-50336251,0,0,0,0,1,0,0,0,0,pin26
chr16-53457767,1,0,0,0,0,0,0,0,0,pin26
chr16-55752462,0,0,1,0,0,0,0,0,0,pin26
chr16-57537650,0,0,0,0,0,0,0,0,1,pin26
chr16-57577888,0,0,0,0,0,0,0,1,0,pin26
chr16-57593794,1,0,0,0,0,0,0,0,0,pin26
chr16-58178188,1,0,0,0,0,0,0,0,0,pin26
chr16-66107051,0,0,0,0,0,0,0,1,0,pin26
chr16-66108635,0,0,0,0,0,0,0,0,1,pin26
chr16-66517878,0,0,1,0,0,0,0,0,0,pin26
chr16-66983397,0,0,0,1,0,0,0,0,0,pin26
chr16-66983479,1,0,0,0,0,0,0,0,0,pin26
chr16-67193847,0,0,0,0,0,0,0,2,0,pin26
chr16-67509960,0,0,0,0,0,0,0,1,0,pin26
chr16-68076821,1,0,0,0,0,0,0,0,0,pin26
chr16-68082924,1,0,0,0,0,0,0,0,0,pin26
chr16-68478589,1,0,0,0,0,0,0,0,0,pin26
chr16-69521589,0,0,0,1,0,0,0,0,0,pin26
chr16-72012871,1,0,0,0,0,0,0,0,0,pin26
chr16-72877325,0,0,1,0,0,0,0,0,0,pin26
chr16-75076153,0,0,1,0,0,0,0,0,0,pin26
chr16-78098589,0,0,0,0,0,0,0,1,0,pin26
chr16-81635815,0,0,0,1,0,0,0,0,0,pin26
chr16-82652611,0,0,1,0,0,0,0,0,0,pin26
chr16-84518340,0,0,1,0,0,0,0,0,0,pin26
chr16-84520578,0,0,2,0,0,0,0,0,0,pin26
chr16-84594999,0,0,0,0,1,0,0,0,0,pin26
chr16-84600632,0,0,0,1,0,0,0,0,0,pin26
chr16-85310056,1,0,0,0,0,0,0,0,0,pin26
chr16-85310068,1,0,0,0,0,0,0,0,0,pin26
chr16-85945489,1,0,0,0,0,0,0,0,0,pin26
chr16-87856830,1,0,0,0,0,0,0,0,0,pin26
chr16-87893996,1,0,0,0,0,0,0,0,0,pin26
chr16-88570080,0,0,1,0,0,0,0,0,0,pin26
chr16-89817269,0,0,1,0,0,0,0,0,0,pin26
chr16+11024382,0,0,0,1,0,0,0,0,0,pin26
chr16+11051027,0,0,0,0,0,0,0,2,0,pin26
chr16+11072260,1,0,0,0,0,0,0,0,0,pin26
chr16+11078420,0,0,1,0,0,0,0,0,0,pin26
chr16+11088701,0,0,0,0,0,0,0,2,0,pin26
chr16+11095752,0,0,0,1,0,0,0,0,0,pin26
chr16+11184385,1,0,0,0,0,0,0,0,0,pin26
chr16+12802215,0,0,0,0,0,0,0,1,0,pin26
chr16+16870817,0,0,0,1,0,0,0,0,0,pin26
chr16+17366259,1,0,0,0,0,0,0,0,0,pin26
chr16+17417773,0,0,1,0,0,0,0,0,0,pin26
chr16+17606994,0,0,1,0,0,0,0,0,0,pin26
chr16+18956716,0,0,0,0,0,0,0,1,0,pin26
chr16+2013902,0,0,1,0,0,0,0,0,0,pin26
chr16+20472466,0,0,1,0,0,0,0,0,0,pin26
chr16+20482528,0,0,0,0,0,0,0,1,0,pin26
chr16+20909973,0,0,1,0,0,0,0,0,0,pin26
chr16+20911082,1,0,0,0,0,0,0,0,0,pin26
chr16+23949431,0,0,0,1,0,0,0,0,0,pin26
chr16+27239106,1,0,0,0,0,0,0,0,0,pin26
chr16+27251637,0,0,1,0,0,0,0,0,0,pin26
chr16+27254792,0,0,0,1,0,0,0,0,0,pin26
chr16+28984157,0,0,1,0,0,0,0,0,0,pin26
chr16+29011132,0,0,0,0,0,0,0,1,0,pin26
chr16+30064400,0,0,1,0,0,0,0,0,0,pin26
chr16+30142110,0,0,1,0,0,0,0,0,0,pin26
chr16+30383041,1,0,0,0,0,0,0,0,0,pin26
chr16+30383213,1,0,0,0,0,0,0,0,0,pin26
chr16+30453332,0,0,0,0,0,0,0,0,1,pin26
chr16+30586885,0,0,0,0,0,0,0,1,0,pin26
chr16+3060001,1,0,0,0,0,0,0,0,0,pin26
chr16+30649079,0,0,0,0,0,0,0,0,1,pin26
chr16+3150134,1,0,0,0,0,0,0,0,0,pin26
chr16+3184129,0,0,0,0,0,0,0,0,1,pin26
chr16+3638569,0,0,0,0,0,0,1,0,0,pin26
chr16+50684608,1,0,0,0,0,0,0,0,0,pin26
chr16+56611417,1,0,0,0,0,0,0,0,0,pin26
chr16+56642752,1,0,0,0,0,0,0,0,0,pin26
chr16+57039664,1,0,0,0,0,0,0,0,0,pin26
chr16+57578786,0,0,0,1,0,0,0,0,0,pin26
chr16+58614088,0,0,0,0,1,0,0,0,0,pin26
chr16+66892031,0,0,0,0,0,0,0,0,1,pin26
chr16+66984352,1,0,0,0,0,0,0,0,0,pin26
chr16+68286545,1,0,0,0,0,0,0,0,0,pin26
chr16+68286891,1,0,0,0,0,0,0,0,0,pin26
chr16+70495086,1,0,0,0,0,0,0,0,0,pin26
chr16+70747062,0,0,1,0,0,0,0,0,0,pin26
chr16+70751995,0,0,0,0,0,0,0,1,0,pin26
chr16+75100143,0,0,0,0,0,0,0,1,0,pin26
chr16+75654639,1,0,0,0,0,0,0,0,0,pin26
chr16+78770110,0,0,0,0,1,0,0,0,0,pin26
chr16+78776042,0,0,0,1,0,0,0,0,0,pin26
chr16+78963336,2,0,0,0,0,0,0,0,0,pin26
chr16+80579378,1,0,0,0,0,0,0,0,0,pin26
chr16+81630739,0,0,0,1,0,0,0,0,0,pin26
chr16+81635443,0,0,1,0,0,0,0,0,0,pin26
chr16+81641507,0,0,2,0,0,0,0,0,0,pin26
chr16+84139290,0,0,1,0,0,0,0,0,0,pin26
chr16+84360924,1,0,0,0,0,0,0,0,0,pin26
chr16+84598537,1,0,0,0,0,0,0,0,0,pin26
chr16+84601360,0,0,1,0,0,0,0,0,0,pin26
chr16+84601542,0,0,1,0,0,0,0,0,0,pin26
chr16+84608079,0,0,1,0,0,0,0,0,0,pin26
chr16+86664031,1,0,0,0,0,0,0,0,0,pin26
chr16+87897390,0,0,1,0,0,0,0,0,0,pin26
chr16+87976391,0,1,0,0,0,0,0,0,0,pin26
chr16+89362351,1,0,0,0,0,0,0,0,0,pin26
chr16+9078847,1,0,0,0,0,0,0,0,0,pin26
chr17-14071996,0,0,0,0,0,4,0,0,0,pin26
chr17-14116827,1,0,0,0,0,0,0,0,0,pin26
chr17-14193294,1,0,0,0,0,0,0,0,0,pin26
chr17-14195125,0,0,2,0,0,0,0,0,0,pin26
chr17-1606580,1,0,0,0,0,0,0,0,0,pin26
chr17-16416122,0,0,0,1,0,0,0,0,0,pin26
