posid,PBMC/D1,PBMC/W2,PBMC/W8,PBMC/Y15,PBMC/Y4,PBMC/Y8,TCELL/D-1,TCELL/M2,TCELL/Y8,patient
chr14-51627062,0,0,0,0,0,0,1,0,0,pin30
chr14-51630742,0,0,0,0,0,0,0,1,0,pin30
chr14-52190312,0,0,0,0,0,0,1,0,0,pin30
chr14-55026641,0,0,0,0,0,0,1,0,0,pin30
chr14-55050274,0,0,0,0,0,0,1,0,0,pin30
chr14-55375145,0,1,0,0,0,0,0,0,0,pin30
chr14-59995877,0,0,0,0,1,0,0,0,0,pin30
chr14-60092505,0,0,0,0,0,0,1,0,0,pin30
chr14-61104710,0,0,0,0,0,0,1,0,0,pin30
chr14-61505037,0,0,0,0,0,0,1,0,0,pin30
chr14-61522191,0,0,0,0,0,0,1,0,0,pin30
chr14-61561313,0,0,0,0,0,0,0,1,0,pin30
chr14-61670730,0,0,0,0,0,0,1,0,0,pin30
chr14-64916020,0,0,0,0,1,0,0,0,0,pin30
chr14-65359348,0,0,0,0,0,0,1,0,0,pin30
chr14-66708363,0,0,0,0,0,0,1,0,0,pin30
chr14-68664139,0,0,1,0,0,0,0,0,0,pin30
chr14-69636651,0,0,0,0,0,0,1,0,0,pin30
chr14-70901738,0,0,0,0,0,0,1,0,0,pin30
chr14-73698632,0,0,0,0,0,0,1,0,0,pin30
chr14-73786339,0,0,0,0,0,0,0,1,0,pin30
chr14-77707146,0,0,0,2,0,0,0,0,0,pin30
chr14-85532450,0,0,0,0,0,0,1,0,0,pin30
chr14-88029080,0,0,0,1,0,0,0,0,0,pin30
chr14-89226654,0,0,0,0,0,0,1,0,0,pin30
chr14-89620331,0,0,0,0,0,0,1,0,0,pin30
chr14-89707740,0,0,0,0,0,0,1,0,0,pin30
chr14-91227015,0,0,0,0,0,0,1,0,0,pin30
chr14-92122569,0,0,0,0,0,0,1,0,0,pin30
chr14-93961972,0,0,0,0,0,0,1,0,0,pin30
chr14-93976950,0,0,0,0,0,0,1,0,0,pin30
chr14-93979583,0,0,0,0,1,0,0,0,0,pin30
chr14-93979656,0,0,0,0,0,0,1,0,0,pin30
chr14-93981382,0,1,0,0,0,0,0,0,0,pin30
chr14-94392095,0,0,1,0,0,0,0,0,0,pin30
chr14-95522396,0,0,0,0,0,0,1,0,0,pin30
chr14-95523958,0,0,0,0,0,0,1,0,0,pin30
chr14-96522061,0,0,0,0,0,0,1,0,0,pin30
chr14-98185498,0,0,0,0,0,0,1,0,0,pin30
chr14-98186622,0,0,0,0,0,0,1,0,0,pin30
chr14-98186869,0,0,0,0,0,0,1,0,0,pin30
chr14-98210415,0,0,0,1,0,0,0,0,0,pin30
chr14-99246873,0,0,0,0,0,0,1,0,0,pin30
chr14+101818131,0,0,0,0,0,0,1,0,0,pin30
chr14+102021911,0,0,0,0,0,0,1,0,0,pin30
chr14+102795056,0,0,0,0,0,0,1,0,0,pin30
chr14+103872234,0,1,0,0,0,0,0,0,0,pin30
chr14+105066389,0,0,0,0,0,0,1,0,0,pin30
chr14+105979859,0,0,0,0,0,0,1,0,0,pin30
chr14+106003685,0,0,0,0,0,0,1,0,0,pin30
chr14+106010975,0,0,0,0,0,0,1,0,0,pin30
chr14+106011175,0,0,0,0,0,0,1,0,0,pin30
chr14+106011266,0,0,0,0,0,0,1,0,0,pin30
chr14+106011388,0,0,0,0,0,0,1,0,0,pin30
chr14+106011412,0,0,0,0,0,0,1,0,0,pin30
chr14+106475910,0,0,0,0,0,0,1,0,0,pin30
chr14+106477667,0,0,1,0,0,0,0,0,0,pin30
chr14+20494921,0,1,0,0,0,0,0,0,0,pin30
chr14+21456618,0,0,0,0,0,0,1,0,0,pin30
chr14+21825632,0,0,0,0,0,0,1,0,0,pin30
chr14+22121582,0,0,0,0,0,0,1,0,0,pin30
chr14+22517315,0,0,0,0,0,0,1,0,0,pin30
chr14+22538718,0,0,0,0,0,0,1,0,0,pin30
chr14+22559138,0,0,0,0,0,0,1,0,0,pin30
chr14+22569514,0,0,0,0,0,0,1,0,0,pin30
chr14+22587385,0,0,0,0,2,0,0,0,0,pin30
chr14+23004801,0,0,0,0,1,0,0,0,0,pin30
chr14+23120618,0,0,0,0,0,0,1,0,0,pin30
chr14+23467654,0,0,0,0,0,0,1,0,0,pin30
chr14+24162302,0,0,0,0,0,0,1,0,0,pin30
chr14+24276914,0,0,0,0,0,0,1,0,0,pin30
chr14+24668483,0,0,0,0,0,0,1,0,0,pin30
chr14+30355177,0,0,0,0,0,0,1,0,0,pin30
chr14+31607828,0,0,0,0,0,0,1,0,0,pin30
chr14+34464191,0,0,0,0,0,0,1,0,0,pin30
chr14+35293955,0,0,0,0,0,0,1,0,0,pin30
chr14+35399419,0,0,0,0,1,0,0,0,0,pin30
chr14+39046538,0,0,0,0,0,0,1,0,0,pin30
chr14+39453737,0,0,0,0,0,0,0,1,0,pin30
chr14+46709291,0,0,0,0,0,0,1,0,0,pin30
chr14+49599452,0,0,0,0,0,0,1,0,0,pin30
chr14+49851425,0,0,0,1,0,0,0,0,0,pin30
chr14+49972908,0,0,0,0,0,0,1,0,0,pin30
chr14+51866775,0,0,0,0,0,0,1,0,0,pin30
chr14+51883823,0,0,0,0,0,0,1,0,0,pin30
chr14+57113607,1,0,0,0,0,0,0,0,0,pin30
chr14+60166219,0,0,0,0,0,0,1,0,0,pin30
chr14+61035339,0,0,0,0,0,0,1,0,0,pin30
chr14+61247332,0,0,0,0,0,0,1,0,0,pin30
chr14+61440941,0,0,0,0,0,0,1,0,0,pin30
chr14+61524936,0,0,0,0,0,0,1,0,0,pin30
chr14+61669214,0,0,0,0,0,0,1,0,0,pin30
chr14+61670842,0,0,0,0,0,0,1,0,0,pin30
chr14+61751361,0,0,0,0,0,0,1,0,0,pin30
chr14+64690464,0,0,0,0,0,0,1,0,0,pin30
chr14+64988047,0,0,0,0,0,0,1,0,0,pin30
chr14+65288981,0,0,0,0,1,0,0,0,0,pin30
chr14+65868936,0,0,0,0,0,0,1,0,0,pin30
chr14+67820275,0,0,0,0,0,1,0,0,0,pin30
chr14+68781830,0,0,0,0,0,0,1,0,0,pin30
chr14+68794949,0,0,0,0,0,0,1,0,0,pin30
chr14+69674246,0,0,0,0,0,0,1,0,0,pin30
chr14+70933530,0,0,0,0,0,0,1,0,0,pin30
chr14+71213154,0,0,0,0,0,0,1,0,0,pin30
chr14+71596185,0,0,0,0,0,0,1,0,0,pin30
chr14+72156526,0,0,0,0,0,0,1,0,0,pin30
chr14+72156712,0,0,0,0,0,0,1,0,0,pin30
chr14+73783403,0,0,0,0,0,1,0,0,0,pin30
chr14+73811566,0,0,0,0,0,0,1,0,0,pin30
chr14+74880558,0,0,0,1,0,0,0,0,0,pin30
chr14+75521813,0,1,0,0,0,0,0,0,0,pin30
chr14+75524780,0,0,0,1,0,0,0,0,0,pin30
chr14+87993685,0,0,0,0,0,0,1,0,0,pin30
chr14+89352260,0,0,0,0,0,0,1,0,0,pin30
chr14+91079891,0,0,0,0,0,1,0,0,0,pin30
chr14+91109829,0,0,0,0,0,0,1,0,0,pin30
chr14+91230696,0,0,0,0,0,0,1,0,0,pin30
chr14+91231767,1,0,0,0,0,0,0,0,0,pin30
chr14+91244916,0,0,0,0,0,0,1,0,0,pin30
chr14+91245272,0,0,0,0,0,0,1,0,0,pin30
chr14+92122556,0,0,0,0,0,0,1,0,0,pin30
chr14+93978941,0,0,0,0,0,0,1,0,0,pin30
chr14+98180155,0,0,0,0,0,0,1,0,0,pin30
chr14+98184904,0,0,0,0,0,0,1,0,0,pin30
chr14+99230875,0,0,0,0,2,0,0,0,0,pin30
chr15-100520207,0,0,0,0,0,0,1,0,0,pin30
chr15-100597558,0,0,0,0,0,0,1,0,0,pin30
chr15-100598232,0,0,0,0,0,0,1,0,0,pin30
chr15-101071524,0,0,0,0,1,0,0,0,0,pin30
chr15-101125492,0,0,0,0,0,0,0,1,0,pin30
chr15-22177284,0,0,0,0,0,0,1,0,0,pin30
chr15-22839230,0,1,0,0,0,0,0,0,0,pin30
chr15-28159368,1,0,0,0,0,0,0,0,0,pin30
chr15-31445094,0,0,0,0,0,0,1,0,0,pin30
chr15-32513427,0,0,0,0,0,0,1,0,0,pin30
chr15-34221771,0,0,1,0,0,0,0,0,0,pin30
chr15-34317287,0,0,0,0,0,0,0,1,0,pin30
chr15-43791923,0,1,0,0,0,0,0,0,0,pin30
chr15-43828600,0,0,0,0,0,1,0,0,0,pin30
chr15-44426508,0,0,0,0,0,0,1,0,0,pin30
chr15-44726018,0,0,2,0,0,0,0,0,0,pin30
chr15-48966660,0,0,0,0,0,0,1,0,0,pin30
chr15-49288821,0,0,0,0,0,0,1,0,0,pin30
chr15-50136858,0,0,0,0,0,0,1,0,0,pin30
chr15-52678429,0,0,0,0,0,0,1,0,0,pin30
chr15-55240679,0,0,0,0,0,0,1,0,0,pin30
chr15-56466128,0,0,0,0,0,0,1,0,0,pin30
chr15-56611971,0,0,0,0,0,0,0,1,0,pin30
chr15-57706785,0,0,0,0,0,0,1,0,0,pin30
chr15-58454105,0,0,0,0,0,0,1,0,0,pin30
chr15-59215604,0,0,0,0,0,0,1,0,0,pin30
chr15-59354703,0,0,0,0,0,0,1,0,0,pin30
chr15-59924608,0,0,0,0,0,0,1,0,0,pin30
chr15-61891476,0,0,0,0,0,0,1,0,0,pin30
chr15-65185192,0,0,0,0,1,0,0,0,0,pin30
chr15-65827426,0,0,0,0,0,0,1,0,0,pin30
chr15-67068134,0,0,0,0,0,0,1,0,0,pin30
chr15-67101873,0,0,0,0,0,0,1,0,0,pin30
chr15-67135182,0,0,0,0,0,0,1,0,0,pin30
chr15-69756979,0,0,0,0,0,0,1,0,0,pin30
chr15-72238670,0,0,0,0,0,0,1,0,0,pin30
chr15-73573529,0,0,0,0,0,0,1,0,0,pin30
chr15-74099682,0,1,0,0,0,0,0,0,0,pin30
chr15-74397967,0,0,0,0,0,1,0,0,0,pin30
chr15-74400552,0,0,0,0,0,0,1,0,0,pin30
chr15-74789950,0,0,0,0,0,0,1,0,0,pin30
chr15-78938046,0,1,0,0,0,0,0,0,0,pin30
chr15-80511001,0,0,0,0,0,2,0,0,0,pin30
chr15-89091746,0,0,1,0,0,0,0,0,0,pin30
chr15-89244489,0,0,0,0,0,0,1,0,0,pin30
chr15-90650099,0,0,0,0,0,0,1,0,0,pin30
chr15-90814329,0,0,0,0,0,0,1,0,0,pin30
chr15-90856056,0,0,0,0,0,0,1,0,0,pin30
chr15-92822255,0,0,0,0,0,0,1,0,0,pin30
chr15-93019865,0,0,0,0,0,0,1,0,0,pin30
chr15-94271927,0,0,0,0,0,0,1,0,0,pin30
chr15-94271941,0,0,0,0,0,0,1,0,0,pin30
chr15-94288370,0,0,0,0,0,0,1,0,0,pin30
chr15-99810268,0,0,0,0,0,0,1,0,0,pin30
chr15-99818521,0,0,0,0,0,0,1,0,0,pin30
chr15-99836618,1,0,0,0,0,0,0,0,0,pin30
chr15-99845595,0,0,0,0,0,1,0,0,0,pin30
chr15+100111612,0,0,0,0,0,1,0,0,0,pin30
chr15+100113073,0,0,0,0,0,1,0,0,0,pin30
chr15+100596536,0,0,0,0,0,0,1,0,0,pin30
chr15+100866595,0,0,0,0,0,0,1,0,0,pin30
chr15+101206525,0,0,0,0,0,0,1,0,0,pin30
chr15+22162287,0,0,0,0,0,0,1,0,0,pin30
chr15+25906089,0,0,0,0,0,0,1,0,0,pin30
chr15+30625334,0,0,0,0,0,0,1,0,0,pin30
chr15+34226011,0,0,0,0,0,0,1,0,0,pin30
chr15+34472364,0,0,0,0,0,0,1,0,0,pin30
chr15+34969675,0,0,0,0,0,0,1,0,0,pin30
chr15+38611783,0,0,0,0,0,0,1,0,0,pin30
chr15+39630866,0,0,0,0,0,0,1,0,0,pin30
chr15+40453144,0,0,0,0,0,0,1,0,0,pin30
chr15+41490933,0,1,0,0,0,0,0,0,0,pin30
chr15+41491304,0,0,0,0,0,0,1,0,0,pin30
chr15+41711829,0,0,0,0,0,0,1,0,0,pin30
chr15+41936089,0,1,0,0,0,0,0,0,0,pin30
chr15+43252230,0,0,0,0,0,0,1,0,0,pin30
chr15+43430211,0,0,0,0,0,0,1,0,0,pin30
chr15+44664123,0,1,0,0,0,0,0,0,0,pin30
chr15+44679850,0,0,0,0,0,0,1,0,0,pin30
chr15+45644182,0,0,0,0,0,0,1,0,0,pin30
chr15+47534282,0,0,0,1,0,0,0,0,0,pin30
chr15+48622603,0,0,0,0,0,0,1,0,0,pin30
chr15+48926715,0,0,0,0,0,1,0,0,0,pin30
chr15+50048591,0,0,0,0,1,0,0,0,0,pin30
chr15+50261994,0,0,0,0,0,0,1,0,0,pin30
chr15+50263202,0,0,0,0,0,0,1,0,0,pin30
chr15+50353611,0,0,0,0,0,0,1,0,0,pin30
chr15+50377725,0,0,0,0,0,1,0,0,0,pin30
chr15+51957904,0,0,0,0,1,0,0,0,0,pin30
chr15+52262744,0,0,0,0,0,0,1,0,0,pin30
chr15+55236319,0,0,0,0,0,0,1,0,0,pin30
chr15+55239605,0,0,0,0,0,0,1,0,0,pin30
chr15+55240192,0,0,0,0,0,0,1,0,0,pin30
chr15+58409990,0,0,0,0,0,0,1,0,0,pin30
chr15+58443514,0,0,0,0,0,0,1,0,0,pin30
chr15+59258523,0,0,0,0,0,0,1,0,0,pin30
chr15+60538329,0,0,0,0,0,0,1,0,0,pin30
chr15+63232845,0,0,0,0,0,0,1,0,0,pin30
chr15+67073911,0,0,0,0,0,0,1,0,0,pin30
chr15+67100649,0,0,0,0,0,0,1,0,0,pin30
chr15+67152996,0,0,0,0,0,1,0,0,0,pin30
chr15+67522380,0,0,0,1,0,0,0,0,0,pin30
chr15+75639677,0,0,0,0,0,1,0,0,0,pin30
chr15+76987307,0,0,0,0,0,0,1,0,0,pin30
chr15+78048746,0,0,0,0,0,0,1,0,0,pin30
chr15+79978218,0,0,0,0,0,0,1,0,0,pin30
chr15+80551385,0,0,0,0,0,0,1,0,0,pin30
chr15+81293102,0,0,0,0,0,0,1,0,0,pin30
chr15+82844175,0,0,0,0,0,0,1,0,0,pin30
chr15+83115735,0,0,0,0,1,0,0,0,0,pin30
chr15+85377920,0,0,0,0,0,0,1,0,0,pin30
chr15+85700777,0,0,0,0,0,0,1,0,0,pin30
chr15+86652040,0,0,0,0,0,0,1,0,0,pin30
chr15+90421674,0,0,0,0,0,1,0,0,0,pin30
chr15+90741670,0,0,0,0,0,0,1,0,0,pin30
chr15+92831381,0,0,0,0,0,0,1,0,0,pin30
chr15+92904922,0,0,0,0,0,0,1,0,0,pin30
chr15+94289009,0,0,0,0,0,0,1,0,0,pin30
chr15+94305658,0,0,0,0,0,0,1,0,0,pin30
chr15+94306045,0,0,0,0,0,0,1,0,0,pin30
chr15+95447697,0,0,0,0,0,0,1,0,0,pin30
chr15+98853465,0,0,0,0,0,0,1,0,0,pin30
chr15+98916467,0,0,0,0,0,0,1,0,0,pin30
chr15+99733849,0,0,0,0,0,0,1,0,0,pin30
chr15+99810704,0,0,0,0,0,0,1,0,0,pin30
chr15+99818486,0,0,0,0,0,0,1,0,0,pin30
chr16-11128511,0,0,0,0,0,0,1,0,0,pin30
chr16-11786107,0,0,0,1,0,0,0,0,0,pin30
chr16-11964674,0,0,0,0,0,0,1,0,0,pin30
chr16-12079745,0,0,0,0,0,0,1,0,0,pin30
chr16-12081860,0,0,0,0,0,1,0,0,0,pin30
chr16-12539875,0,0,0,0,0,0,1,0,0,pin30
chr16-12547077,0,0,0,0,0,0,1,0,0,pin30
chr16-12750855,0,1,0,0,0,0,0,0,0,pin30
chr16-1413784,0,0,0,0,0,0,1,0,0,pin30
chr16-15898834,0,0,0,0,0,0,1,0,0,pin30
chr16-19117007,0,0,0,0,0,0,1,0,0,pin30
chr16-2010344,0,0,0,0,0,1,0,0,0,pin30
chr16-20579284,0,0,0,0,0,0,1,0,0,pin30
chr16-20805952,0,0,0,0,0,0,1,0,0,pin30
chr16-20921324,0,0,0,0,0,0,1,0,0,pin30
chr16-20943910,0,0,0,0,0,0,1,0,0,pin30
chr16-21519778,0,0,0,1,0,0,0,0,0,pin30
chr16-21648078,0,0,0,0,0,0,1,0,0,pin30
chr16-22206038,0,0,0,0,0,0,1,0,0,pin30
chr16-22241266,0,0,0,0,0,1,0,0,0,pin30
chr16-23866279,0,0,0,0,0,0,1,0,0,pin30
chr16-23960663,0,0,0,0,0,1,0,0,0,pin30
chr16-25063651,0,0,0,0,0,0,1,0,0,pin30
chr16-2841192,0,0,0,0,0,0,1,0,0,pin30
chr16-28495256,0,0,0,0,0,0,1,0,0,pin30
chr16-29008670,0,0,0,0,0,0,1,0,0,pin30
chr16-29745290,0,0,0,0,0,0,1,0,0,pin30
chr16-29821080,0,0,0,0,0,0,1,0,0,pin30
chr16-30470198,0,0,0,1,0,0,0,0,0,pin30
chr16-30903339,0,0,0,0,0,0,1,0,0,pin30
chr16-31254213,0,0,0,0,0,0,1,0,0,pin30
chr16-31421159,0,0,0,0,0,1,0,0,0,pin30
chr16-48556408,0,0,0,0,0,0,1,0,0,pin30
chr16-49712499,0,0,0,1,0,0,0,0,0,pin30
chr16-50335476,0,0,0,0,1,0,0,0,0,pin30
chr16-56607004,0,0,0,0,0,0,1,0,0,pin30
chr16-56782122,0,0,0,0,0,0,1,0,0,pin30
chr16-56990812,0,0,1,0,0,0,0,0,0,pin30
chr16-57015671,0,0,0,0,0,0,1,0,0,pin30
chr16-57039853,0,0,0,0,0,0,1,0,0,pin30
chr16-57260901,0,0,0,0,0,0,1,0,0,pin30
chr16-57589578,0,0,0,0,0,0,1,0,0,pin30
chr16-57609656,0,0,0,0,0,0,1,0,0,pin30
chr16-57610555,0,0,0,0,0,0,1,0,0,pin30
chr16-58616707,0,0,0,0,0,0,1,0,0,pin30
chr16-66368806,0,0,0,0,0,0,1,0,0,pin30
chr16-66521652,0,0,0,0,0,0,1,0,0,pin30
chr16-67191767,0,0,0,0,0,0,0,1,0,pin30
chr16-67280078,0,0,0,0,0,0,1,0,0,pin30
chr16-67719780,0,0,0,0,0,0,1,0,0,pin30
chr16-68084442,0,0,0,0,0,0,1,0,0,pin30
chr16-69536885,0,0,0,0,0,0,1,0,0,pin30
chr16-69726034,0,0,0,0,0,0,1,0,0,pin30
chr16-69889311,0,0,0,0,0,0,1,0,0,pin30
chr16-70227334,0,0,0,0,0,0,1,0,0,pin30
chr16-70390842,0,0,0,0,0,0,1,0,0,pin30
chr16-70430734,0,0,0,0,0,0,1,0,0,pin30
chr16-72094097,0,0,0,0,0,0,1,0,0,pin30
chr16-75108527,0,0,0,0,0,0,1,0,0,pin30
chr16-78033757,0,0,0,0,0,0,1,0,0,pin30
chr16-78768338,0,0,0,0,1,0,0,0,0,pin30
chr16-78891953,0,0,0,0,0,0,1,0,0,pin30
chr16-79271703,0,0,0,0,0,0,1,0,0,pin30
chr16-79286744,0,0,0,0,0,0,1,0,0,pin30
chr16-81552546,0,0,0,0,0,0,1,0,0,pin30
chr16-84515841,0,0,0,0,0,0,1,0,0,pin30
chr16-84520480,0,0,0,0,0,0,1,0,0,pin30
chr16-84598574,0,1,0,0,0,0,0,0,0,pin30
chr16-84601369,1,0,0,0,0,0,0,0,0,pin30
chr16-85990984,0,0,0,0,0,0,1,0,0,pin30
chr16-87387547,0,1,0,0,0,0,0,0,0,pin30
chr16-87389624,0,0,0,0,0,0,1,0,0,pin30
chr16-87490448,0,0,0,0,0,0,1,0,0,pin30
chr16-87774229,0,0,0,0,0,0,0,0,2,pin30
chr16-9078251,0,0,0,0,0,0,1,0,0,pin30
chr16+10869601,0,0,0,0,0,0,1,0,0,pin30
chr16+11020384,0,0,0,0,0,0,1,0,0,pin30
chr16+11025613,0,0,0,0,0,0,1,0,0,pin30
chr16+11093104,0,0,0,0,0,0,1,0,0,pin30
chr16+11096409,0,0,0,0,1,0,0,0,0,pin30
chr16+11097852,0,0,0,0,0,0,1,0,0,pin30
chr16+11106490,0,0,0,0,0,0,1,0,0,pin30
chr16+11108119,0,0,0,0,0,0,1,0,0,pin30
chr16+11114541,0,0,0,0,0,0,1,0,0,pin30
chr16+11138145,0,0,0,0,0,0,1,0,0,pin30
chr16+11234795,0,0,0,0,0,0,1,0,0,pin30
chr16+11916866,0,0,0,0,0,0,1,0,0,pin30
chr16+12080377,0,0,0,0,0,0,1,0,0,pin30
chr16+15491588,0,0,1,0,0,0,0,0,0,pin30
chr16+15952220,0,1,0,0,0,0,0,0,0,pin30
chr16+18804553,0,0,0,0,0,0,1,0,0,pin30
chr16+19131817,0,0,0,0,0,0,1,0,0,pin30
chr16+20910176,0,0,0,0,0,0,1,0,0,pin30
chr16+20912149,0,0,0,0,0,0,1,0,0,pin30
chr16+21517557,0,0,0,0,0,0,1,0,0,pin30
chr16+21519608,0,0,0,0,0,0,1,0,0,pin30
chr16+25018803,0,0,0,0,0,0,1,0,0,pin30
chr16+25156021,0,0,0,0,0,0,1,0,0,pin30
chr16+2604210,0,0,0,0,0,0,1,0,0,pin30
chr16+27238130,0,0,0,0,0,0,1,0,0,pin30
chr16+27271157,0,0,0,0,0,0,1,0,0,pin30
chr16+27316970,0,0,0,0,0,0,1,0,0,pin30
chr16+27407454,0,0,0,0,0,0,1,0,0,pin30
chr16+29746661,0,0,0,0,0,0,1,0,0,pin30
chr16+30064619,0,1,0,0,0,0,0,0,0,pin30
chr16+30064627,0,1,0,0,0,0,0,0,0,pin30
chr16+30349332,0,0,0,0,0,0,1,0,0,pin30
chr16+30377419,0,1,0,0,0,0,0,0,0,pin30
chr16+30470318,0,0,0,0,0,0,1,0,0,pin30
chr16+30876301,0,0,0,0,0,0,1,0,0,pin30
chr16+30960339,0,0,0,0,0,0,1,0,0,pin30
chr16+3096279,0,0,0,0,0,0,1,0,0,pin30
chr16+31074993,0,1,0,0,0,0,0,0,0,pin30
chr16+3577019,0,0,0,0,0,0,1,0,0,pin30
chr16+4475558,0,0,0,0,0,0,1,0,0,pin30
chr16+47464476,0,0,0,0,0,0,1,0,0,pin30
chr16+48556461,0,0,0,0,0,0,1,0,0,pin30
chr16+50602581,0,0,0,0,0,0,1,0,0,pin30
chr16+50698818,0,0,0,0,0,0,1,0,0,pin30
chr16+57541346,0,0,0,0,0,1,0,0,0,pin30
chr16+57612505,0,1,0,0,0,0,0,0,0,pin30
chr16+57734404,0,0,0,0,0,0,1,0,0,pin30
chr16+66521262,0,0,1,0,0,0,0,0,0,pin30
chr16+66973498,0,0,0,0,0,0,1,0,0,pin30
chr16+66985539,0,0,0,0,0,0,1,0,0,pin30
chr16+67023424,0,0,0,1,0,0,0,0,0,pin30
chr16+67245821,0,0,0,0,0,0,1,0,0,pin30
chr16+67280039,0,0,0,0,0,0,1,0,0,pin30
chr16+67311163,0,0,0,0,0,0,1,0,0,pin30
chr16+67312152,0,0,0,0,1,0,0,0,0,pin30
chr16+67312425,0,0,0,0,0,0,1,0,0,pin30
chr16+67564684,0,0,0,0,0,0,1,0,0,pin30
chr16+68006222,0,0,0,1,0,0,0,0,0,pin30
chr16+68081602,0,0,0,0,0,0,1,0,0,pin30
chr16+68756058,0,1,0,0,0,0,0,0,0,pin30
chr16+69753976,0,0,0,0,0,0,1,0,0,pin30
chr16+72012085,0,0,0,0,0,0,1,0,0,pin30
chr16+78774211,0,0,0,0,1,0,0,0,0,pin30
chr16+79268750,0,0,0,1,0,0,0,0,0,pin30
chr16+79278429,0,0,0,0,0,0,1,0,0,pin30
chr16+81326416,0,0,0,0,1,0,0,0,0,pin30
chr16+81631157,0,0,0,0,0,0,1,0,0,pin30
chr16+81632189,0,0,0,0,0,0,1,0,0,pin30
chr16+82651534,0,0,1,0,0,0,0,0,0,pin30
chr16+84513174,0,0,0,0,0,0,1,0,0,pin30
chr16+85797513,0,0,0,0,0,0,1,0,0,pin30
chr16+87896478,0,0,0,0,0,0,1,0,0,pin30
chr16+8798112,0,0,0,0,0,0,1,0,0,pin30
chr16+88454973,0,0,0,0,0,0,1,0,0,pin30
chr16+8870549,0,0,0,0,0,0,1,0,0,pin30
chr16+90022105,0,0,0,0,0,0,1,0,0,pin30
chr16+9077194,0,0,0,0,1,0,0,0,0,pin30
chr17-14068479,0,0,0,0,0,0,1,0,0,pin30
chr17-14119671,0,0,1,0,0,0,0,0,0,pin30
chr17-14194110,0,0,0,0,0,0,1,0,0,pin30
chr17-1764020,0,0,0,0,0,0,1,0,0,pin30
chr17-18087680,0,0,0,0,1,0,0,0,0,pin30
chr17-18181087,0,0,0,0,0,0,1,0,0,pin30
chr17-18920510,0,1,0,0,0,0,0,0,0,pin30
chr17-19126911,0,0,1,0,0,0,0,0,0,pin30
chr17-19377533,0,0,0,0,0,0,1,0,0,pin30
chr17-20249973,0,0,0,0,0,0,1,0,0,pin30
chr17-2089945,0,0,0,0,0,0,1,0,0,pin30
chr17-21287228,0,0,0,0,0,0,1,0,0,pin30
chr17-21453811,0,0,0,0,0,0,1,0,0,pin30
chr17-27293643,0,0,0,0,0,0,1,0,0,pin30
chr17-27475038,0,0,0,0,0,0,1,0,0,pin30
chr17-28357203,0,0,0,0,0,0,1,0,0,pin30
chr17-29682253,0,0,0,0,0,0,1,0,0,pin30
chr17-29705778,0,0,0,0,0,0,1,0,0,pin30
chr17-31312467,0,0,0,0,0,0,1,0,0,pin30
chr17-32083269,0,0,0,0,0,0,1,0,0,pin30
chr17-32520217,0,0,0,0,0,0,1,0,0,pin30
chr17-35047683,0,0,0,0,0,0,1,0,0,pin30
chr17-35062778,0,0,0,0,0,0,1,0,0,pin30
chr17-35171864,0,0,0,0,0,0,1,0,0,pin30
chr17-35899737,0,0,0,0,0,0,1,0,0,pin30
chr17-3764787,0,0,0,0,0,0,1,0,0,pin30
chr17-37699232,0,2,0,0,0,0,0,0,0,pin30
chr17-37830039,0,0,0,0,0,0,1,0,0,pin30
chr17-38701829,0,0,0,0,0,0,1,0,0,pin30
chr17-38854784,0,0,0,0,0,0,1,0,0,pin30
chr17-39794172,0,0,0,0,2,0,0,0,0,pin30
chr17-40155465,0,0,0,0,0,0,1,0,0,pin30
chr17-40320945,0,0,0,0,0,0,1,0,0,pin30
chr17-40322280,0,0,0,0,0,1,0,0,0,pin30
chr17-40598457,0,0,0,0,0,0,1,0,0,pin30
chr17-40604599,0,0,0,0,0,0,1,0,0,pin30
chr17-42274713,0,0,0,0,0,1,0,0,0,pin30
chr17-43174844,0,0,0,0,0,0,1,0,0,pin30
chr17-4376854,0,0,0,0,0,0,1,0,0,pin30
chr17-4729149,0,0,0,0,0,0,1,0,0,pin30
chr17-47357549,0,0,0,0,1,0,0,0,0,pin30
chr17-47720490,0,0,0,0,0,0,1,0,0,pin30
chr17-47949708,0,0,0,0,0,0,1,0,0,pin30
chr17-48108364,0,0,0,0,0,0,1,0,0,pin30
chr17-48353815,0,0,0,1,0,0,0,0,0,pin30
chr17-48430074,0,0,0,0,0,0,1,0,0,pin30
chr17-48430919,0,0,0,0,0,0,1,0,0,pin30
chr17-49337543,0,0,0,0,0,0,1,0,0,pin30
chr17-49646358,0,0,0,0,0,0,1,0,0,pin30
chr17-4968754,0,0,0,0,0,0,1,0,0,pin30
chr17-50308271,0,0,0,0,0,0,1,0,0,pin30
chr17-50853035,0,0,0,0,0,0,1,0,0,pin30
chr17-52903977,0,0,0,1,0,0,0,0,0,pin30
chr17-54933657,0,0,0,0,1,0,0,0,0,pin30
chr17-57456117,0,0,0,0,0,0,1,0,0,pin30
chr17-57514950,0,0,0,0,0,1,0,0,0,pin30
chr17-59765217,0,0,0,0,0,0,1,0,0,pin30
chr17-59782708,0,0,0,0,0,0,1,0,0,pin30
chr17-59784738,0,0,0,0,0,0,0,1,0,pin30
chr17-59826651,0,0,0,0,0,0,1,0,0,pin30
